cell_id,cycle_index,discharge_rate_c,capacity_ah,capacity_percent,observed_at,source_file,source_local_cycle
CS2_34,22,0.5,1.12757466,97.915076,2010-08-23 02:20:53,CS2_34_8_30_10.xlsx,19
CS2_34,23,0.5,1.12522832,97.711327,2010-08-23 07:00:40,CS2_34_8_30_10.xlsx,20
CS2_34,24,0.5,1.12375887,97.583725,2010-08-23 11:41:07,CS2_34_8_30_10.xlsx,21
CS2_34,25,0.5,1.12336157,97.549224,2010-08-23 16:21:22,CS2_34_8_30_10.xlsx,22
CS2_34,26,0.5,1.12554139,97.738513,2010-08-23 21:01:47,CS2_34_8_30_10.xlsx,23
CS2_34,27,0.5,1.12331504,97.545184,2010-08-24 01:40:53,CS2_34_8_30_10.xlsx,24
CS2_34,28,0.5,1.11989825,97.24848,2010-08-24 06:19:06,CS2_34_8_30_10.xlsx,25
CS2_34,29,0.5,1.1188479,97.157271,2010-08-24 10:58:20,CS2_34_8_30_10.xlsx,26
CS2_34,30,0.5,1.11809428,97.091829,2010-08-24 15:37:26,CS2_34_8_30_10.xlsx,27
CS2_34,31,0.5,1.12097158,97.341685,2010-08-24 20:16:41,CS2_34_8_30_10.xlsx,28
CS2_34,32,0.5,1.11928664,97.19537,2010-08-25 00:55:00,CS2_34_8_30_10.xlsx,29
CS2_34,33,0.5,1.11556914,96.872554,2010-08-25 05:32:52,CS2_34_8_30_10.xlsx,30
CS2_34,34,0.5,1.11511296,96.832941,2010-08-25 10:11:29,CS2_34_8_30_10.xlsx,31
CS2_34,35,0.5,1.11386122,96.724244,2010-08-25 14:49:56,CS2_34_8_30_10.xlsx,32
CS2_34,36,0.5,1.11665012,96.966423,2010-08-25 19:28:05,CS2_34_8_30_10.xlsx,33
CS2_34,37,0.5,1.11628488,96.934706,2010-08-26 00:05:45,CS2_34_8_30_10.xlsx,34
CS2_34,38,0.5,1.11256834,96.611974,2010-08-26 04:42:57,CS2_34_8_30_10.xlsx,35
CS2_34,39,0.5,1.11181618,96.546659,2010-08-26 09:20:44,CS2_34_8_30_10.xlsx,36
CS2_34,40,0.5,1.11075045,96.454114,2010-08-26 13:58:18,CS2_34_8_30_10.xlsx,37
CS2_34,41,0.5,0.96816743,84.072648,2010-08-26 18:35:43,CS2_34_8_30_10.xlsx,38
CS2_34,42,0.5,1.11391865,96.729231,2010-08-26 22:13:37,CS2_34_8_30_10.xlsx,39
CS2_34,43,0.5,1.10973315,96.365775,2010-08-27 02:50:30,CS2_34_8_30_10.xlsx,40
CS2_34,44,0.5,1.10853574,96.261796,2010-08-27 07:27:39,CS2_34_8_30_10.xlsx,41
CS2_34,45,0.5,1.10758652,96.179368,2010-08-27 12:04:50,CS2_34_8_30_10.xlsx,42
CS2_34,46,0.5,1.10853728,96.261929,2010-08-27 16:41:46,CS2_34_8_30_10.xlsx,43
CS2_34,47,0.5,1.11033097,96.417687,2010-08-27 21:18:48,CS2_34_8_30_10.xlsx,44
CS2_34,48,0.5,1.1105261,96.434632,2010-08-28 01:54:51,CS2_34_8_30_10.xlsx,45
CS2_34,49,0.5,1.11054894,96.436616,2010-08-28 06:30:42,CS2_34_8_30_10.xlsx,46
CS2_34,50,0.5,1.11069924,96.449667,2010-08-28 11:06:24,CS2_34_8_30_10.xlsx,47
CS2_34,51,0.5,1.1107006,96.449785,2010-08-28 15:41:57,CS2_34_8_30_10.xlsx,48
CS2_34,52,0.5,1.11043864,96.427037,2010-08-28 20:17:09,CS2_34_8_30_10.xlsx,49
CS2_34,53,0.5,1.11025508,96.411097,2010-08-29 00:52:19,CS2_34_8_30_10.xlsx,50
CS2_34,54,0.5,1.12073515,97.321154,2010-08-31 13:30:15,CS2_34_9_7_10.xlsx,1
CS2_34,55,0.5,1.12037616,97.289981,2010-08-31 18:08:42,CS2_34_9_7_10.xlsx,2
CS2_34,56,0.5,1.12003425,97.26029,2010-08-31 22:48:31,CS2_34_9_7_10.xlsx,3
CS2_34,57,0.5,1.11563007,96.877845,2010-09-01 03:26:50,CS2_34_9_7_10.xlsx,4
CS2_34,58,0.5,1.11369449,96.709765,2010-09-01 08:05:17,CS2_34_9_7_10.xlsx,5
CS2_34,59,0.5,1.11221396,96.5812,2010-09-01 12:43:24,CS2_34_9_7_10.xlsx,6
CS2_34,60,0.5,1.10941229,96.337912,2010-09-01 17:21:07,CS2_34_9_7_10.xlsx,7
CS2_34,61,0.5,1.10925992,96.324681,2010-09-01 21:59:28,CS2_34_9_7_10.xlsx,8
CS2_34,62,0.5,1.10610728,96.050916,2010-09-02 02:36:46,CS2_34_9_7_10.xlsx,9
CS2_34,63,0.5,1.1051224,95.965392,2010-09-02 07:14:13,CS2_34_9_7_10.xlsx,10
CS2_34,64,0.5,1.10410131,95.876723,2010-09-02 11:51:32,CS2_34_9_7_10.xlsx,11
CS2_34,65,0.5,1.10244013,95.732471,2010-09-02 16:28:41,CS2_34_9_7_10.xlsx,12
CS2_34,66,0.5,1.10269755,95.754825,2010-09-02 21:05:39,CS2_34_9_7_10.xlsx,13
CS2_34,67,0.5,1.10123711,95.628005,2010-09-03 01:42:15,CS2_34_9_7_10.xlsx,14
CS2_34,68,0.5,1.09965488,95.490609,2010-09-03 06:18:24,CS2_34_9_7_10.xlsx,15
CS2_34,69,0.5,1.09915868,95.447521,2010-09-03 10:54:40,CS2_34_9_7_10.xlsx,16
CS2_34,70,0.5,1.09790157,95.338357,2010-09-03 15:30:48,CS2_34_9_7_10.xlsx,17
CS2_34,71,0.5,1.09867491,95.405511,2010-09-03 20:06:57,CS2_34_9_7_10.xlsx,18
CS2_34,72,0.5,1.09789853,95.338093,2010-09-04 00:42:27,CS2_34_9_7_10.xlsx,19
CS2_34,73,0.5,1.09728465,95.284785,2010-09-04 05:17:41,CS2_34_9_7_10.xlsx,20
CS2_34,74,0.5,1.09684661,95.246748,2010-09-04 09:52:53,CS2_34_9_7_10.xlsx,21
CS2_34,75,0.5,1.09636022,95.204511,2010-09-04 14:28:01,CS2_34_9_7_10.xlsx,22
CS2_34,76,0.5,1.095712,95.148221,2010-09-04 19:02:46,CS2_34_9_7_10.xlsx,23
CS2_34,77,0.5,1.09482629,95.071309,2010-09-04 23:37:45,CS2_34_9_7_10.xlsx,24
CS2_34,78,0.5,1.09427874,95.023762,2010-09-05 04:12:16,CS2_34_9_7_10.xlsx,25
CS2_34,79,0.5,1.09379257,94.981544,2010-09-05 08:46:53,CS2_34_9_7_10.xlsx,26
CS2_34,80,0.5,1.09350049,94.956181,2010-09-05 13:21:24,CS2_34_9_7_10.xlsx,27
CS2_34,81,0.5,1.09267094,94.884146,2010-09-05 17:55:41,CS2_34_9_7_10.xlsx,28
CS2_34,82,0.5,1.09212491,94.83673,2010-09-05 22:29:56,CS2_34_9_7_10.xlsx,29
CS2_34,83,0.5,1.08887651,94.554649,2010-09-06 03:04:00,CS2_34_9_7_10.xlsx,30
CS2_34,84,0.5,1.0875911,94.443028,2010-09-06 07:38:17,CS2_34_9_7_10.xlsx,31
CS2_34,85,0.5,1.08677657,94.372297,2010-09-06 12:12:39,CS2_34_9_7_10.xlsx,32
CS2_34,86,0.5,1.09672879,95.236516,2010-09-07 10:44:17,CS2_34_9_8_10.xlsx,1
CS2_34,87,0.5,1.09580187,95.156025,2010-09-07 15:14:56,CS2_34_9_8_10.xlsx,2
CS2_34,88,0.5,1.09751596,95.304872,2010-09-07 19:50:09,CS2_34_9_8_10.xlsx,3
CS2_34,89,0.5,1.0961253,95.184111,2010-09-08 00:24:28,CS2_34_9_8_10.xlsx,4
CS2_34,90,0.5,0.89136972,77.403774,2010-09-08 04:58:16,CS2_34_9_8_10.xlsx,5
CS2_34,91,0.5,1.09695558,95.25621,2010-09-14 13:57:43,CS2_34_9_24_10.xlsx,1
CS2_34,92,0.5,1.09914327,95.446183,2010-09-14 18:11:49,CS2_34_9_24_10.xlsx,2
CS2_34,93,0.5,1.09981121,95.504184,2010-09-14 22:47:27,CS2_34_9_24_10.xlsx,3
CS2_34,94,0.5,1.09447681,95.040962,2010-09-15 03:21:34,CS2_34_9_24_10.xlsx,4
CS2_34,95,0.5,1.09489379,95.077171,2010-09-15 07:56:25,CS2_34_9_24_10.xlsx,5
CS2_34,96,0.5,1.09398363,94.998135,2010-09-15 12:30:51,CS2_34_9_24_10.xlsx,6
CS2_34,97,0.5,1.09415792,95.01327,2010-09-15 17:04:54,CS2_34_9_24_10.xlsx,7
CS2_34,98,0.5,1.09650102,95.216738,2010-09-15 21:39:14,CS2_34_9_24_10.xlsx,8
CS2_34,99,0.5,1.09213498,94.837605,2010-09-16 02:12:09,CS2_34_9_24_10.xlsx,9
CS2_34,100,0.5,1.09096817,94.736283,2010-09-16 06:44:26,CS2_34_9_24_10.xlsx,10
CS2_34,101,0.5,1.090006,94.652731,2010-09-16 11:17:52,CS2_34_9_24_10.xlsx,11
CS2_34,102,0.5,1.08888058,94.555002,2010-09-16 15:51:07,CS2_34_9_24_10.xlsx,12
CS2_34,103,0.5,1.09212628,94.836849,2010-09-16 20:24:14,CS2_34_9_24_10.xlsx,13
CS2_34,104,0.5,1.09059281,94.703687,2010-09-17 00:56:21,CS2_34_9_24_10.xlsx,14
CS2_34,105,0.5,1.08690063,94.383069,2010-09-17 05:27:58,CS2_34_9_24_10.xlsx,15
CS2_34,106,0.5,1.08708777,94.39932,2010-09-17 10:01:08,CS2_34_9_24_10.xlsx,16
CS2_34,107,0.5,1.08590292,94.296432,2010-09-17 14:33:35,CS2_34_9_24_10.xlsx,17
CS2_34,108,0.5,1.08869256,94.538675,2010-09-17 19:05:50,CS2_34_9_24_10.xlsx,18
CS2_34,109,0.5,1.08942266,94.602075,2010-09-17 23:37:23,CS2_34_9_24_10.xlsx,19
CS2_34,110,0.5,1.08961274,94.618581,2010-09-18 04:08:30,CS2_34_9_24_10.xlsx,20
CS2_34,111,0.5,1.08956279,94.614244,2010-09-18 08:39:32,CS2_34_9_24_10.xlsx,21
CS2_34,112,0.5,1.08939705,94.599851,2010-09-18 13:10:27,CS2_34_9_24_10.xlsx,22
CS2_34,113,0.5,1.08942303,94.602107,2010-09-18 17:40:58,CS2_34_9_24_10.xlsx,23
CS2_34,114,0.5,1.0891026,94.574282,2010-09-18 22:11:29,CS2_34_9_24_10.xlsx,24
CS2_34,115,0.5,0.9525233,82.71416,2010-09-19 02:41:43,CS2_34_9_24_10.xlsx,25
CS2_34,116,0.5,1.08908255,94.572541,2010-09-19 06:16:06,CS2_34_9_24_10.xlsx,26
CS2_34,117,0.5,1.08874018,94.542811,2010-09-19 10:46:29,CS2_34_9_24_10.xlsx,27
CS2_34,118,0.5,1.08861828,94.532225,2010-09-19 15:16:37,CS2_34_9_24_10.xlsx,28
CS2_34,119,0.5,1.08889622,94.556361,2010-09-19 19:46:42,CS2_34_9_24_10.xlsx,29
CS2_34,120,0.5,1.08737136,94.423947,2010-09-20 00:16:39,CS2_34_9_24_10.xlsx,30
CS2_34,121,0.5,1.08253248,94.003753,2010-09-20 04:46:22,CS2_34_9_24_10.xlsx,31
CS2_34,122,0.5,1.08177884,93.93831,2010-09-20 09:17:14,CS2_34_9_24_10.xlsx,32
CS2_34,123,0.5,1.08066234,93.841356,2010-09-20 13:47:51,CS2_34_9_24_10.xlsx,33
CS2_34,124,0.5,1.0829712,94.04185,2010-09-20 18:18:19,CS2_34_9_24_10.xlsx,34
CS2_34,125,0.5,1.08413108,94.14257,2010-09-20 22:49:19,CS2_34_9_24_10.xlsx,35
CS2_34,126,0.5,1.07889312,93.687722,2010-09-21 03:19:07,CS2_34_9_24_10.xlsx,36
CS2_34,127,0.5,1.07875113,93.675393,2010-09-21 07:49:37,CS2_34_9_24_10.xlsx,37
CS2_34,128,0.5,1.07811768,93.620385,2010-09-21 12:19:50,CS2_34_9_24_10.xlsx,38
CS2_34,129,0.5,1.07776178,93.589481,2010-09-21 16:49:52,CS2_34_9_24_10.xlsx,39
CS2_34,130,0.5,1.08075572,93.849465,2010-09-21 21:20:28,CS2_34_9_24_10.xlsx,40
CS2_34,131,0.5,1.0776297,93.578011,2010-09-22 01:49:58,CS2_34_9_24_10.xlsx,41
CS2_34,132,0.5,1.07591582,93.429183,2010-09-22 06:18:08,CS2_34_9_24_10.xlsx,42
CS2_34,133,0.5,1.07626022,93.459089,2010-09-22 10:48:08,CS2_34_9_24_10.xlsx,43
CS2_34,134,0.5,1.07525936,93.372178,2010-09-22 15:17:52,CS2_34_9_24_10.xlsx,44
CS2_34,135,0.5,1.07820725,93.628164,2010-09-22 19:47:34,CS2_34_9_24_10.xlsx,45
CS2_34,136,0.5,1.0777645,93.589717,2010-09-23 00:16:41,CS2_34_9_24_10.xlsx,46
CS2_34,137,0.5,1.07391523,93.255458,2010-09-23 04:45:28,CS2_34_9_24_10.xlsx,47
CS2_34,138,0.5,0.92754047,80.544729,2010-09-23 09:15:15,CS2_34_9_24_10.xlsx,48
CS2_34,139,0.5,1.07443824,93.300875,2010-09-23 12:44:17,CS2_34_9_24_10.xlsx,49
CS2_34,140,0.5,1.07496484,93.346603,2010-09-23 17:14:01,CS2_34_9_24_10.xlsx,50
CS2_34,141,0.5,1.09006223,94.657613,2010-09-24 11:16:55,CS2_34_10_04_10.xlsx,1
CS2_34,142,0.5,1.08990574,94.644024,2010-09-24 15:48:17,CS2_34_10_04_10.xlsx,2
CS2_34,143,0.5,1.08836573,94.510294,2010-09-24 20:19:15,CS2_34_10_04_10.xlsx,3
CS2_34,144,0.5,1.08737385,94.424162,2010-09-25 00:49:49,CS2_34_10_04_10.xlsx,4
CS2_34,145,0.5,1.08644096,94.343153,2010-09-25 05:19:59,CS2_34_10_04_10.xlsx,5
CS2_34,146,0.5,1.08585489,94.292261,2010-09-25 09:49:49,CS2_34_10_04_10.xlsx,6
CS2_34,147,0.5,1.08545362,94.257416,2010-09-25 14:19:28,CS2_34_10_04_10.xlsx,7
CS2_34,148,0.5,0.95090233,82.5734,2010-09-25 18:48:53,CS2_34_10_04_10.xlsx,8
CS2_34,149,0.5,1.08463762,94.186557,2010-09-25 22:23:02,CS2_34_10_04_10.xlsx,9
CS2_34,150,0.5,1.08396974,94.12856,2010-09-26 02:52:17,CS2_34_10_04_10.xlsx,10
CS2_34,151,0.5,1.08356765,94.093644,2010-09-26 07:21:17,CS2_34_10_04_10.xlsx,11
CS2_34,152,0.5,1.08325916,94.066856,2010-09-26 11:50:08,CS2_34_10_04_10.xlsx,12
CS2_34,153,0.5,1.08242772,93.994656,2010-09-26 16:18:55,CS2_34_10_04_10.xlsx,13
CS2_34,154,0.5,1.08203119,93.960223,2010-09-26 20:47:31,CS2_34_10_04_10.xlsx,14
CS2_34,155,0.5,1.07965478,93.753863,2010-09-27 01:16:02,CS2_34_10_04_10.xlsx,15
CS2_34,156,0.5,1.07622738,93.456238,2010-09-27 05:44:14,CS2_34_10_04_10.xlsx,16
CS2_34,157,0.5,1.07514997,93.362679,2010-09-27 10:13:36,CS2_34_10_04_10.xlsx,17
CS2_34,158,0.5,1.07365869,93.233181,2010-09-27 14:42:31,CS2_34_10_04_10.xlsx,18
CS2_34,159,0.5,1.07675832,93.502343,2010-09-27 19:11:32,CS2_34_10_04_10.xlsx,19
CS2_34,160,0.5,1.07715463,93.536758,2010-09-27 23:40:04,CS2_34_10_04_10.xlsx,20
CS2_34,161,0.5,1.07199738,93.088918,2010-09-28 04:08:02,CS2_34_10_04_10.xlsx,21
CS2_34,162,0.5,1.07128705,93.027235,2010-09-28 08:36:51,CS2_34_10_04_10.xlsx,22
CS2_34,163,0.5,1.07007596,92.922067,2010-09-28 13:05:39,CS2_34_10_04_10.xlsx,23
CS2_34,164,0.5,1.0703761,92.948131,2010-09-28 17:34:11,CS2_34_10_04_10.xlsx,24
CS2_34,165,0.5,1.07316669,93.190457,2010-09-28 22:03:29,CS2_34_10_04_10.xlsx,25
CS2_34,166,0.5,1.06834081,92.771392,2010-09-29 02:31:30,CS2_34_10_04_10.xlsx,26
CS2_34,167,0.5,1.06735106,92.685446,2010-09-29 06:59:27,CS2_34_10_04_10.xlsx,27
CS2_34,168,0.5,1.06607518,92.574652,2010-09-29 11:28:08,CS2_34_10_04_10.xlsx,28
CS2_34,169,0.5,1.06549361,92.524151,2010-09-29 15:56:42,CS2_34_10_04_10.xlsx,29
CS2_34,170,0.5,1.06939632,92.86305,2010-09-29 20:24:56,CS2_34_10_04_10.xlsx,30
CS2_34,171,0.5,1.06802466,92.743939,2010-09-30 00:52:37,CS2_34_10_04_10.xlsx,31
CS2_34,172,0.5,1.06405509,92.399234,2010-09-30 05:19:50,CS2_34_10_04_10.xlsx,32
CS2_34,173,0.5,1.06465976,92.451742,2010-09-30 09:48:16,CS2_34_10_04_10.xlsx,33
CS2_34,174,0.5,1.06394098,92.389325,2010-09-30 14:16:20,CS2_34_10_04_10.xlsx,34
CS2_34,175,0.5,1.06686081,92.642874,2010-09-30 18:44:27,CS2_34_10_04_10.xlsx,35
CS2_34,176,0.5,1.06801579,92.743169,2010-09-30 23:12:15,CS2_34_10_04_10.xlsx,36
CS2_34,177,0.5,1.06206563,92.226475,2010-10-01 03:39:13,CS2_34_10_04_10.xlsx,37
CS2_34,178,0.5,1.06156283,92.182814,2010-10-01 08:07:08,CS2_34_10_04_10.xlsx,38
CS2_34,179,0.5,1.06154599,92.181352,2010-10-01 12:34:56,CS2_34_10_04_10.xlsx,39
CS2_34,180,0.5,1.06167391,92.19246,2010-10-08 14:29:45,CS2_34_10_18_10.xlsx,1
CS2_34,181,0.5,1.06552916,92.527237,2010-10-08 19:01:15,CS2_34_10_18_10.xlsx,2
CS2_34,182,0.5,1.06668873,92.627931,2010-10-08 23:42:45,CS2_34_10_18_10.xlsx,3
CS2_34,183,0.5,1.06672661,92.63122,2010-10-09 04:22:33,CS2_34_10_18_10.xlsx,4
CS2_34,184,0.5,1.06674655,92.632952,2010-10-09 09:01:09,CS2_34_10_18_10.xlsx,5
CS2_34,185,0.5,1.06678867,92.63661,2010-10-09 13:39:01,CS2_34_10_18_10.xlsx,6
CS2_34,186,0.5,1.06639102,92.602079,2010-10-09 18:16:21,CS2_34_10_18_10.xlsx,7
CS2_34,187,0.5,1.06609533,92.576402,2010-10-09 22:53:06,CS2_34_10_18_10.xlsx,8
CS2_34,188,0.5,1.06558617,92.532188,2010-10-10 03:29:20,CS2_34_10_18_10.xlsx,9
CS2_34,189,0.5,1.06554485,92.528601,2010-10-10 08:05:24,CS2_34_10_18_10.xlsx,10
CS2_34,190,0.5,1.06499176,92.480572,2010-10-10 12:41:04,CS2_34_10_18_10.xlsx,11
CS2_34,191,0.5,1.06521371,92.499845,2010-10-10 17:16:23,CS2_34_10_18_10.xlsx,12
CS2_34,192,0.5,1.06481277,92.465029,2010-10-10 21:51:39,CS2_34_10_18_10.xlsx,13
CS2_34,193,0.5,1.05868482,91.932897,2010-10-11 02:26:29,CS2_34_10_18_10.xlsx,14
CS2_34,194,0.5,1.05754205,91.833662,2010-10-11 07:01:11,CS2_34_10_18_10.xlsx,15
CS2_34,195,0.5,1.05636341,91.731313,2010-10-11 11:36:53,CS2_34_10_18_10.xlsx,16
CS2_34,196,0.5,1.05625781,91.722142,2010-10-11 16:11:39,CS2_34_10_18_10.xlsx,17
CS2_34,197,0.5,1.05996377,92.043957,2010-10-11 20:46:45,CS2_34_10_18_10.xlsx,18
CS2_34,198,0.5,1.05752503,91.832184,2010-10-12 01:20:38,CS2_34_10_18_10.xlsx,19
CS2_34,199,0.5,1.05353306,91.485534,2010-10-12 05:54:09,CS2_34_10_18_10.xlsx,20
CS2_34,200,0.5,1.05381971,91.510426,2010-10-12 10:28:36,CS2_34_10_18_10.xlsx,21
CS2_34,201,0.5,1.0520099,91.353267,2010-10-12 15:02:38,CS2_34_10_18_10.xlsx,22
CS2_34,202,0.5,1.05598044,91.698057,2010-10-12 19:36:26,CS2_34_10_18_10.xlsx,23
CS2_34,203,0.5,1.05528609,91.637761,2010-10-13 00:09:40,CS2_34_10_18_10.xlsx,24
CS2_34,204,0.5,1.04989818,91.169892,2010-10-13 04:42:33,CS2_34_10_18_10.xlsx,25
CS2_34,205,0.5,1.0494965,91.135011,2010-10-13 09:16:35,CS2_34_10_18_10.xlsx,26
CS2_34,206,0.5,1.04850115,91.048578,2010-10-13 13:49:43,CS2_34_10_18_10.xlsx,27
CS2_34,207,0.5,1.05209694,91.360825,2010-10-13 18:22:57,CS2_34_10_18_10.xlsx,28
CS2_34,208,0.5,1.05339704,91.473722,2010-10-13 22:56:36,CS2_34_10_18_10.xlsx,29
CS2_34,209,0.5,1.04790305,90.996641,2010-10-14 03:28:52,CS2_34_10_18_10.xlsx,30
CS2_34,210,0.5,1.04765815,90.975375,2010-10-14 08:01:50,CS2_34_10_18_10.xlsx,31
CS2_34,211,0.5,1.04706982,90.924286,2010-10-14 12:34:49,CS2_34_10_18_10.xlsx,32
CS2_34,212,0.5,1.04843509,91.042842,2010-10-14 17:07:23,CS2_34_10_18_10.xlsx,33
CS2_34,213,0.5,1.05109065,91.273443,2010-10-14 21:40:20,CS2_34_10_18_10.xlsx,34
CS2_34,214,0.5,1.0461894,90.847833,2010-10-15 02:12:23,CS2_34_10_18_10.xlsx,35
CS2_34,215,0.5,1.04515181,90.757732,2010-10-15 06:43:04,CS2_34_10_18_10.xlsx,36
CS2_34,216,0.5,1.04448834,90.700119,2010-10-15 11:15:45,CS2_34_10_18_10.xlsx,37
CS2_34,217,0.5,1.0438955,90.648638,2010-10-15 15:47:57,CS2_34_10_18_10.xlsx,38
CS2_34,218,0.5,1.04821012,91.023306,2010-10-15 20:20:19,CS2_34_10_18_10.xlsx,39
CS2_34,219,0.5,1.04889494,91.082774,2010-10-16 00:51:47,CS2_34_10_18_10.xlsx,40
CS2_34,220,0.5,1.04926253,91.114694,2010-10-16 05:23:10,CS2_34_10_18_10.xlsx,41
CS2_34,221,0.5,1.04952256,91.137275,2010-10-16 09:54:25,CS2_34_10_18_10.xlsx,42
CS2_34,222,0.5,1.04991031,91.170946,2010-10-16 14:25:12,CS2_34_10_18_10.xlsx,43
CS2_34,223,0.5,1.04981441,91.162618,2010-10-16 18:56:03,CS2_34_10_18_10.xlsx,44
CS2_34,224,0.5,1.04977332,91.15905,2010-10-16 23:26:40,CS2_34_10_18_10.xlsx,45
CS2_34,225,0.5,1.0497119,91.153716,2010-10-17 03:57:15,CS2_34_10_18_10.xlsx,46
CS2_34,226,0.5,1.04957969,91.142235,2010-10-17 08:27:47,CS2_34_10_18_10.xlsx,47
CS2_34,227,0.5,1.04971349,91.153854,2010-10-17 12:58:11,CS2_34_10_18_10.xlsx,48
CS2_34,228,0.5,1.04972964,91.155256,2010-10-17 17:28:35,CS2_34_10_18_10.xlsx,49
CS2_34,229,0.5,1.04962121,91.145841,2010-10-17 21:58:52,CS2_34_10_18_10.xlsx,50
CS2_34,230,0.5,1.05182453,91.33717,2010-10-18 11:49:24,CS2_34_10_28_10.xlsx,1
CS2_34,231,0.5,1.05133611,91.294757,2010-10-18 16:23:04,CS2_34_10_28_10.xlsx,2
CS2_34,232,0.5,1.05474193,91.590508,2010-10-18 20:57:06,CS2_34_10_28_10.xlsx,3
CS2_34,233,0.5,1.05154389,91.3128,2010-10-19 01:29:37,CS2_34_10_28_10.xlsx,4
CS2_34,234,0.5,1.04696699,90.915356,2010-10-19 06:01:19,CS2_34_10_28_10.xlsx,5
CS2_34,235,0.5,1.04564522,90.800578,2010-10-19 10:34:18,CS2_34_10_28_10.xlsx,6
CS2_34,236,0.5,1.04509361,90.752678,2010-10-19 15:06:29,CS2_34_10_28_10.xlsx,7
CS2_34,237,0.5,1.04872965,91.068421,2010-10-19 19:38:32,CS2_34_10_28_10.xlsx,8
CS2_34,238,0.5,1.04786299,90.993163,2010-10-20 00:09:44,CS2_34_10_28_10.xlsx,9
CS2_34,239,0.5,1.0421364,90.495883,2010-10-20 04:40:23,CS2_34_10_28_10.xlsx,10
CS2_34,240,0.5,1.04167618,90.455919,2010-10-20 09:12:06,CS2_34_10_28_10.xlsx,11
CS2_34,241,0.5,1.04108243,90.40436,2010-10-20 13:43:22,CS2_34_10_28_10.xlsx,12
CS2_34,242,0.5,1.0442568,90.680012,2010-10-20 18:14:39,CS2_34_10_28_10.xlsx,13
CS2_34,243,0.5,1.04547093,90.785444,2010-10-20 22:46:34,CS2_34_10_28_10.xlsx,14
CS2_34,244,0.5,1.03993034,90.304316,2010-10-21 03:16:47,CS2_34_10_28_10.xlsx,15
CS2_34,245,0.5,1.0390281,90.225968,2010-10-21 07:47:37,CS2_34_10_28_10.xlsx,16
CS2_34,246,0.5,1.03844796,90.175591,2010-10-21 12:18:14,CS2_34_10_28_10.xlsx,17
CS2_34,247,0.5,1.03860107,90.188886,2010-10-21 16:48:59,CS2_34_10_28_10.xlsx,18
CS2_34,248,0.5,1.04213455,90.495722,2010-10-21 21:19:46,CS2_34_10_28_10.xlsx,19
CS2_34,249,0.5,1.03825989,90.159259,2010-10-22 01:49:30,CS2_34_10_28_10.xlsx,20
CS2_34,250,0.5,1.03592291,89.956323,2010-10-22 06:17:53,CS2_34_10_28_10.xlsx,21
CS2_34,251,0.5,1.03591026,89.955224,2010-10-22 10:48:21,CS2_34_10_28_10.xlsx,22
CS2_34,252,0.5,1.03441763,89.825609,2010-10-22 15:18:49,CS2_34_10_28_10.xlsx,23
CS2_34,253,0.5,1.03903357,90.226443,2010-10-22 19:48:32,CS2_34_10_28_10.xlsx,24
CS2_34,254,0.5,1.0393953,90.257855,2010-10-23 00:17:49,CS2_34_10_28_10.xlsx,25
CS2_34,255,0.5,1.03963552,90.278715,2010-10-23 04:46:53,CS2_34_10_28_10.xlsx,26
CS2_34,256,0.5,1.0400114,90.311355,2010-10-23 09:15:52,CS2_34_10_28_10.xlsx,27
CS2_34,257,0.5,1.0407198,90.37287,2010-10-23 13:44:44,CS2_34_10_28_10.xlsx,28
CS2_34,258,0.5,1.04105936,90.402356,2010-10-23 18:13:25,CS2_34_10_28_10.xlsx,29
CS2_34,259,0.5,1.04117057,90.412013,2010-10-23 22:42:03,CS2_34_10_28_10.xlsx,30
CS2_34,260,0.5,1.04118363,90.413148,2010-10-24 03:10:35,CS2_34_10_28_10.xlsx,31
CS2_34,261,0.5,1.04117998,90.412831,2010-10-24 07:38:59,CS2_34_10_28_10.xlsx,32
CS2_34,262,0.5,1.04129883,90.423151,2010-10-24 12:07:17,CS2_34_10_28_10.xlsx,33
CS2_34,263,0.5,1.04148993,90.439745,2010-10-24 16:35:30,CS2_34_10_28_10.xlsx,34
CS2_34,264,0.5,1.04133591,90.426372,2010-10-24 21:03:38,CS2_34_10_28_10.xlsx,35
CS2_34,265,0.5,1.03714742,90.062656,2010-10-25 01:31:47,CS2_34_10_28_10.xlsx,36
CS2_34,266,0.5,1.03261833,89.669363,2010-10-25 05:59:29,CS2_34_10_28_10.xlsx,37
CS2_34,267,0.5,1.03186994,89.604376,2010-10-25 10:28:25,CS2_34_10_28_10.xlsx,38
CS2_34,268,0.5,1.03039782,89.476542,2010-10-25 14:57:15,CS2_34_10_28_10.xlsx,39
CS2_34,269,0.5,1.03554015,89.923086,2010-10-25 19:25:42,CS2_34_10_28_10.xlsx,40
CS2_34,270,0.5,1.03554122,89.923179,2010-10-25 23:53:45,CS2_34_10_28_10.xlsx,41
CS2_34,271,0.5,1.02948207,89.39702,2010-10-26 04:21:36,CS2_34_10_28_10.xlsx,42
CS2_34,272,0.5,0.83708502,72.689859,2010-10-26 08:50:02,CS2_34_10_28_10.xlsx,43
CS2_34,273,0.5,1.03001754,89.443519,2010-10-26 11:59:00,CS2_34_10_28_10.xlsx,44
CS2_34,274,0.5,1.03044005,89.480209,2010-10-26 16:27:43,CS2_34_10_28_10.xlsx,45
