run_id,tool_type,material_family,cooling,carbon_pct,cutting_speed_m_per_min,feed_mm_per_rev,depth_of_cut_mm,cutting_distance_m,wear_vb_um
W0015,coated_C,cast_iron,dry,0.1893,271.709,0.2876,0.9375,3700.0,475.562
W0015,coated_C,cast_iron,dry,0.1893,271.709,0.2876,0.9375,3800.0,464.655
W0015,coated_C,cast_iron,dry,0.1893,271.709,0.2876,0.9375,3900.0,509.622
W0015,coated_C,cast_iron,dry,0.1893,271.709,0.2876,0.9375,4000.0,498.706
W0015,coated_C,cast_iron,dry,0.1893,271.709,0.2876,0.9375,4100.0,537.016
W0015,coated_C,cast_iron,dry,0.1893,271.709,0.2876,0.9375,4200.0,539.934
W0015,coated_C,cast_iron,dry,0.1893,271.709,0.2876,0.9375,4300.0,559.302
W0015,coated_C,cast_iron,dry,0.1893,271.709,0.2876,0.9375,4400.0,553.494
W0015,coated_C,cast_iron,dry,0.1893,271.709,0.2876,0.9375,4500.0,589.432
W0015,coated_C,cast_iron,dry,0.1893,271.709,0.2876,0.9375,4600.0,589.57
W0015,coated_C,cast_iron,dry,0.1893,271.709,0.2876,0.9375,4700.0,616.796
W0015,coated_C,cast_iron,dry,0.1893,271.709,0.2876,0.9375,4800.0,630.525
W0015,coated_C,cast_iron,dry,0.1893,271.709,0.2876,0.9375,4900.0,660.268
W0015,coated_C,cast_iron,dry,0.1893,271.709,0.2876,0.9375,5000.0,700.223
W0015,coated_C,cast_iron,dry,0.1893,271.709,0.2876,0.9375,5100.0,689.621
W0015,coated_C,cast_iron,dry,0.1893,271.709,0.2876,0.9375,5200.0,698.055
W0015,coated_C,cast_iron,dry,0.1893,271.709,0.2876,0.9375,5300.0,746.868
W0015,coated_C,cast_iron,dry,0.1893,271.709,0.2876,0.9375,5400.0,739.328
W0015,coated_C,cast_iron,dry,0.1893,271.709,0.2876,0.9375,5500.0,763.264
W0015,coated_C,cast_iron,dry,0.1893,271.709,0.2876,0.9375,5600.0,777.807
W0015,coated_C,cast_iron,dry,0.1893,271.709,0.2876,0.9375,5700.0,782.297
W0015,coated_C,cast_iron,dry,0.1893,271.709,0.2876,0.9375,5800.0,821.113
W0015,coated_C,cast_iron,dry,0.1893,271.709,0.2876,0.9375,5900.0,867.765
W0015,coated_C,cast_iron,dry,0.1893,271.709,0.2876,0.9375,6000.0,868.023
W0016,coated_C,alloy_steel,mist,0.4549,250.518,0.2637,1.8442,0.0,9.613
W0016,coated_C,alloy_steel,mist,0.4549,250.518,0.2637,1.8442,100.0,20.152
W0016,coated_C,alloy_steel,mist,0.4549,250.518,0.2637,1.8442,200.0,42.874
W0016,coated_C,alloy_steel,mist,0.4549,250.518,0.2637,1.8442,300.0,50.507
W0016,coated_C,alloy_steel,mist,0.4549,250.518,0.2637,1.8442,400.0,63.724
W0016,coated_C,alloy_steel,mist,0.4549,250.518,0.2637,1.8442,500.0,56.988
W0016,coated_C,alloy_steel,mist,0.4549,250.518,0.2637,1.8442,600.0,72.826
W0016,coated_C,alloy_steel,mist,0.4549,250.518,0.2637,1.8442,700.0,70.138
W0016,coated_C,alloy_steel,mist,0.4549,250.518,0.2637,1.8442,800.0,94.425
W0016,coated_C,alloy_steel,mist,0.4549,250.518,0.2637,1.8442,900.0,101.908
W0016,coated_C,alloy_steel,mist,0.4549,250.518,0.2637,1.8442,1000.0,117.959
W0016,coated_C,alloy_steel,mist,0.4549,250.518,0.2637,1.8442,1100.0,135.43
W0016,coated_C,alloy_steel,mist,0.4549,250.518,0.2637,1.8442,1200.0,140.556
W0016,coated_C,alloy_steel,mist,0.4549,250.518,0.2637,1.8442,1300.0,154.839
W0016,coated_C,alloy_steel,mist,0.4549,250.518,0.2637,1.8442,1400.0,167.631
W0016,coated_C,alloy_steel,mist,0.4549,250.518,0.2637,1.8442,1500.0,178.441
W0016,coated_C,alloy_steel,mist,0.4549,250.518,0.2637,1.8442,1600.0,190.924
W0016,coated_C,alloy_steel,mist,0.4549,250.518,0.2637,1.8442,1700.0,182.882
W0016,coated_C,alloy_steel,mist,0.4549,250.518,0.2637,1.8442,1800.0,212.0
W0016,coated_C,alloy_steel,mist,0.4549,250.518,0.2637,1.8442,1900.0,218.69
W0016,coated_C,alloy_steel,mist,0.4549,250.518,0.2637,1.8442,2000.0,236.716
W0016,coated_C,alloy_steel,mist,0.4549,250.518,0.2637,1.8442,2100.0,241.432
W0016,coated_C,alloy_steel,mist,0.4549,250.518,0.2637,1.8442,2200.0,271.669
W0016,coated_C,alloy_steel,mist,0.4549,250.518,0.2637,1.8442,2300.0,275.395
W0016,coated_C,alloy_steel,mist,0.4549,250.518,0.2637,1.8442,2400.0,297.079
W0016,coated_C,alloy_steel,mist,0.4549,250.518,0.2637,1.8442,2500.0,305.78
W0016,coated_C,alloy_steel,mist,0.4549,250.518,0.2637,1.8442,2600.0,315.712
W0016,coated_C,alloy_steel,mist,0.4549,250.518,0.2637,1.8442,2700.0,346.913
W0016,coated_C,alloy_steel,mist,0.4549,250.518,0.2637,1.8442,2800.0,350.65
W0016,coated_C,alloy_steel,mist,0.4549,250.518,0.2637,1.8442,2900.0,365.56
W0016,coated_C,alloy_steel,mist,0.4549,250.518,0.2637,1.8442,3000.0,384.263
W0016,coated_C,alloy_steel,mist,0.4549,250.518,0.2637,1.8442,3100.0,393.948
W0016,coated_C,alloy_steel,mist,0.4549,250.518,0.2637,1.8442,3200.0,406.988
W0016,coated_C,alloy_steel,mist,0.4549,250.518,0.2637,1.8442,3300.0,407.639
W0016,coated_C,alloy_steel,mist,0.4549,250.518,0.2637,1.8442,3400.0,420.774
W0016,coated_C,alloy_steel,mist,0.4549,250.518,0.2637,1.8442,3500.0,445.574
W0016,coated_C,alloy_steel,mist,0.4549,250.518,0.2637,1.8442,3600.0,459.992
W0016,coated_C,alloy_steel,mist,0.4549,250.518,0.2637,1.8442,3700.0,462.388
W0016,coated_C,alloy_steel,mist,0.4549,250.518,0.2637,1.8442,3800.0,485.032
W0016,coated_C,alloy_steel,mist,0.4549,250.518,0.2637,1.8442,3900.0,506.909
W0016,coated_C,alloy_steel,mist,0.4549,250.518,0.2637,1.8442,4000.0,537.031
W0016,coated_C,alloy_steel,mist,0.4549,250.518,0.2637,1.8442,4100.0,564.759
W0016,coated_C,alloy_steel,mist,0.4549,250.518,0.2637,1.8442,4200.0,549.956
W0016,coated_C,alloy_steel,mist,0.4549,250.518,0.2637,1.8442,4300.0,594.493
W0016,coated_C,alloy_steel,mist,0.4549,250.518,0.2637,1.8442,4400.0,604.424
W0016,coated_C,alloy_steel,mist,0.4549,250.518,0.2637,1.8442,4500.0,592.508
W0016,coated_C,alloy_steel,mist,0.4549,250.518,0.2637,1.8442,4600.0,631.453
W0016,coated_C,alloy_steel,mist,0.4549,250.518,0.2637,1.8442,4700.0,631.533
W0016,coated_C,alloy_steel,mist,0.4549,250.518,0.2637,1.8442,4800.0,661.793
W0016,coated_C,alloy_steel,mist,0.4549,250.518,0.2637,1.8442,4900.0,706.333
W0016,coated_C,alloy_steel,mist,0.4549,250.518,0.2637,1.8442,5000.0,715.221
W0016,coated_C,alloy_steel,mist,0.4549,250.518,0.2637,1.8442,5100.0,710.899
W0016,coated_C,alloy_steel,mist,0.4549,250.518,0.2637,1.8442,5200.0,733.41
W0016,coated_C,alloy_steel,mist,0.4549,250.518,0.2637,1.8442,5300.0,756.79
W0016,coated_C,alloy_steel,mist,0.4549,250.518,0.2637,1.8442,5400.0,751.219
W0016,coated_C,alloy_steel,mist,0.4549,250.518,0.2637,1.8442,5500.0,808.255
W0016,coated_C,alloy_steel,mist,0.4549,250.518,0.2637,1.8442,5600.0,816.8
W0016,coated_C,alloy_steel,mist,0.4549,250.518,0.2637,1.8442,5700.0,814.096
W0016,coated_C,alloy_steel,mist,0.4549,250.518,0.2637,1.8442,5800.0,830.882
W0016,coated_C,alloy_steel,mist,0.4549,250.518,0.2637,1.8442,5900.0,863.145
W0016,coated_C,alloy_steel,mist,0.4549,250.518,0.2637,1.8442,6000.0,872.808
W0017,ceramic_D,cast_iron,dry,0.4834,167.487,0.2643,1.3709,0.0,13.316
W0017,ceramic_D,cast_iron,dry,0.4834,167.487,0.2643,1.3709,100.0,26.42
W0017,ceramic_D,cast_iron,dry,0.4834,167.487,0.2643,1.3709,200.0,33.308
W0017,ceramic_D,cast_iron,dry,0.4834,167.487,0.2643,1.3709,300.0,41.252
W0017,ceramic_D,cast_iron,dry,0.4834,167.487,0.2643,1.3709,400.0,51.446
W0017,ceramic_D,cast_iron,dry,0.4834,167.487,0.2643,1.3709,500.0,67.848
W0017,ceramic_D,cast_iron,dry,0.4834,167.487,0.2643,1.3709,600.0,71.89
W0017,ceramic_D,cast_iron,dry,0.4834,167.487,0.2643,1.3709,700.0,89.45
W0017,ceramic_D,cast_iron,dry,0.4834,167.487,0.2643,1.3709,800.0,90.311
W0017,ceramic_D,cast_iron,dry,0.4834,167.487,0.2643,1.3709,900.0,107.341
W0017,ceramic_D,cast_iron,dry,0.4834,167.487,0.2643,1.3709,1000.0,113.733
W0017,ceramic_D,cast_iron,dry,0.4834,167.487,0.2643,1.3709,1100.0,111.98
W0017,ceramic_D,cast_iron,dry,0.4834,167.487,0.2643,1.3709,1200.0,129.244
W0017,ceramic_D,cast_iron,dry,0.4834,167.487,0.2643,1.3709,1300.0,147.182
W0017,ceramic_D,cast_iron,dry,0.4834,167.487,0.2643,1.3709,1400.0,164.521
W0017,ceramic_D,cast_iron,dry,0.4834,167.487,0.2643,1.3709,1500.0,176.664
W0017,ceramic_D,cast_iron,dry,0.4834,167.487,0.2643,1.3709,1600.0,176.908
W0017,ceramic_D,cast_iron,dry,0.4834,167.487,0.2643,1.3709,1700.0,186.228
W0017,ceramic_D,cast_iron,dry,0.4834,167.487,0.2643,1.3709,1800.0,214.445
W0017,ceramic_D,cast_iron,dry,0.4834,167.487,0.2643,1.3709,1900.0,210.927
W0017,ceramic_D,cast_iron,dry,0.4834,167.487,0.2643,1.3709,2000.0,232.325
W0017,ceramic_D,cast_iron,dry,0.4834,167.487,0.2643,1.3709,2100.0,237.829
W0017,ceramic_D,cast_iron,dry,0.4834,167.487,0.2643,1.3709,2200.0,249.582
W0017,ceramic_D,cast_iron,dry,0.4834,167.487,0.2643,1.3709,2300.0,263.128
W0017,ceramic_D,cast_iron,dry,0.4834,167.487,0.2643,1.3709,2400.0,259.004
W0017,ceramic_D,cast_iron,dry,0.4834,167.487,0.2643,1.3709,2500.0,296.38
W0017,ceramic_D,cast_iron,dry,0.4834,167.487,0.2643,1.3709,2600.0,309.795
W0017,ceramic_D,cast_iron,dry,0.4834,167.487,0.2643,1.3709,2700.0,315.99
W0017,ceramic_D,cast_iron,dry,0.4834,167.487,0.2643,1.3709,2800.0,334.182
W0017,ceramic_D,cast_iron,dry,0.4834,167.487,0.2643,1.3709,2900.0,356.448
W0017,ceramic_D,cast_iron,dry,0.4834,167.487,0.2643,1.3709,3000.0,354.801
W0017,ceramic_D,cast_iron,dry,0.4834,167.487,0.2643,1.3709,3100.0,371.268
W0017,ceramic_D,cast_iron,dry,0.4834,167.487,0.2643,1.3709,3200.0,381.603
W0017,ceramic_D,cast_iron,dry,0.4834,167.487,0.2643,1.3709,3300.0,395.71
W0017,ceramic_D,cast_iron,dry,0.4834,167.487,0.2643,1.3709,3400.0,405.192
W0017,ceramic_D,cast_iron,dry,0.4834,167.487,0.2643,1.3709,3500.0,438.34
W0017,ceramic_D,cast_iron,dry,0.4834,167.487,0.2643,1.3709,3600.0,468.351
W0017,ceramic_D,cast_iron,dry,0.4834,167.487,0.2643,1.3709,3700.0,453.595
W0017,ceramic_D,cast_iron,dry,0.4834,167.487,0.2643,1.3709,3800.0,494.559
W0017,ceramic_D,cast_iron,dry,0.4834,167.487,0.2643,1.3709,3900.0,476.603
W0017,ceramic_D,cast_iron,dry,0.4834,167.487,0.2643,1.3709,4000.0,517.004
W0017,ceramic_D,cast_iron,dry,0.4834,167.487,0.2643,1.3709,4100.0,509.94
W0017,ceramic_D,cast_iron,dry,0.4834,167.487,0.2643,1.3709,4200.0,540.788
W0017,ceramic_D,cast_iron,dry,0.4834,167.487,0.2643,1.3709,4300.0,565.751
W0017,ceramic_D,cast_iron,dry,0.4834,167.487,0.2643,1.3709,4400.0,565.132
W0017,ceramic_D,cast_iron,dry,0.4834,167.487,0.2643,1.3709,4500.0,586.481
W0017,ceramic_D,cast_iron,dry,0.4834,167.487,0.2643,1.3709,4600.0,612.053
W0017,ceramic_D,cast_iron,dry,0.4834,167.487,0.2643,1.3709,4700.0,606.05
W0017,ceramic_D,cast_iron,dry,0.4834,167.487,0.2643,1.3709,4800.0,639.05
W0017,ceramic_D,cast_iron,dry,0.4834,167.487,0.2643,1.3709,4900.0,643.338
W0017,ceramic_D,cast_iron,dry,0.4834,167.487,0.2643,1.3709,5000.0,643.45
W0017,ceramic_D,cast_iron,dry,0.4834,167.487,0.2643,1.3709,5100.0,705.982
W0017,ceramic_D,cast_iron,dry,0.4834,167.487,0.2643,1.3709,5200.0,711.09
W0017,ceramic_D,cast_iron,dry,0.4834,167.487,0.2643,1.3709,5300.0,694.366
W0017,ceramic_D,cast_iron,dry,0.4834,167.487,0.2643,1.3709,5400.0,755.631
W0017,ceramic_D,cast_iron,dry,0.4834,167.487,0.2643,1.3709,5500.0,751.252
W0017,ceramic_D,cast_iron,dry,0.4834,167.487,0.2643,1.3709,5600.0,746.939
W0017,ceramic_D,cast_iron,dry,0.4834,167.487,0.2643,1.3709,5700.0,755.086
W0017,ceramic_D,cast_iron,dry,0.4834,167.487,0.2643,1.3709,5800.0,808.456
W0017,ceramic_D,cast_iron,dry,0.4834,167.487,0.2643,1.3709,5900.0,854.494
W0017,ceramic_D,cast_iron,dry,0.4834,167.487,0.2643,1.3709,6000.0,816.725
W0018,coated_C,cast_iron,mist,0.1537,100.023,0.2542,1.5728,0.0,15.0
W0018,coated_C,cast_iron,mist,0.1537,100.023,0.2542,1.5728,100.0,8.856
W0018,coated_C,cast_iron,mist,0.1537,100.023,0.2542,1.5728,200.0,20.548
W0018,coated_C,cast_iron,mist,0.1537,100.023,0.2542,1.5728,300.0,19.407
W0018,coated_C,cast_iron,mist,0.1537,100.023,0.2542,1.5728,400.0,18.107
W0018,coated_C,cast_iron,mist,0.1537,100.023,0.2542,1.5728,500.0,35.002
W0018,coated_C,cast_iron,mist,0.1537,100.023,0.2542,1.5728,600.0,24.05
W0018,coated_C,cast_iron,mist,0.1537,100.023,0.2542,1.5728,700.0,22.731
W0018,coated_C,cast_iron,mist,0.1537,100.023,0.2542,1.5728,800.0,19.129
W0018,coated_C,cast_iron,mist,0.1537,100.023,0.2542,1.5728,900.0,34.374
W0018,coated_C,cast_iron,mist,0.1537,100.023,0.2542,1.5728,1000.0,27.03
W0018,coated_C,cast_iron,mist,0.1537,100.023,0.2542,1.5728,1100.0,36.547
W0018,coated_C,cast_iron,mist,0.1537,100.023,0.2542,1.5728,1200.0,51.098
W0018,coated_C,cast_iron,mist,0.1537,100.023,0.2542,1.5728,1300.0,41.602
W0018,coated_C,cast_iron,mist,0.1537,100.023,0.2542,1.5728,1400.0,43.291
W0018,coated_C,cast_iron,mist,0.1537,100.023,0.2542,1.5728,1500.0,34.831
W0018,coated_C,cast_iron,mist,0.1537,100.023,0.2542,1.5728,1600.0,52.078
W0018,coated_C,cast_iron,mist,0.1537,100.023,0.2542,1.5728,1700.0,64.395
W0018,coated_C,cast_iron,mist,0.1537,100.023,0.2542,1.5728,1800.0,58.958
W0018,coated_C,cast_iron,mist,0.1537,100.023,0.2542,1.5728,1900.0,70.022
W0018,coated_C,cast_iron,mist,0.1537,100.023,0.2542,1.5728,2000.0,68.694
W0018,coated_C,cast_iron,mist,0.1537,100.023,0.2542,1.5728,2100.0,62.839
W0018,coated_C,cast_iron,mist,0.1537,100.023,0.2542,1.5728,2200.0,70.347
W0018,coated_C,cast_iron,mist,0.1537,100.023,0.2542,1.5728,2300.0,71.649
W0018,coated_C,cast_iron,mist,0.1537,100.023,0.2542,1.5728,2400.0,85.663
W0018,coated_C,cast_iron,mist,0.1537,100.023,0.2542,1.5728,2500.0,69.22
W0018,coated_C,cast_iron,mist,0.1537,100.023,0.2542,1.5728,2600.0,89.007
W0018,coated_C,cast_iron,mist,0.1537,100.023,0.2542,1.5728,2700.0,88.132
W0018,coated_C,cast_iron,mist,0.1537,100.023,0.2542,1.5728,2800.0,65.274
W0018,coated_C,cast_iron,mist,0.1537,100.023,0.2542,1.5728,2900.0,84.119
W0018,coated_C,cast_iron,mist,0.1537,100.023,0.2542,1.5728,3000.0,89.911
W0018,coated_C,cast_iron,mist,0.1537,100.023,0.2542,1.5728,3100.0,101.722
W0018,coated_C,cast_iron,mist,0.1537,100.023,0.2542,1.5728,3200.0,93.175
W0018,coated_C,cast_iron,mist,0.1537,100.023,0.2542,1.5728,3300.0,102.811
W0018,coated_C,cast_iron,mist,0.1537,100.023,0.2542,1.5728,3400.0,111.945
W0018,coated_C,cast_iron,mist,0.1537,100.023,0.2542,1.5728,3500.0,125.737
W0018,coated_C,cast_iron,mist,0.1537,100.023,0.2542,1.5728,3600.0,119.845
W0018,coated_C,cast_iron,mist,0.1537,100.023,0.2542,1.5728,3700.0,119.785
W0018,coated_C,cast_iron,mist,0.1537,100.023,0.2542,1.5728,3800.0,133.193
W0018,coated_C,cast_iron,mist,0.1537,100.023,0.2542,1.5728,3900.0,118.63
W0018,coated_C,cast_iron,mist,0.1537,100.023,0.2542,1.5728,4000.0,116.783
W0018,coated_C,cast_iron,mist,0.1537,100.023,0.2542,1.5728,4100.0,136.23
W0018,coated_C,cast_iron,mist,0.1537,100.023,0.2542,1.5728,4200.0,124.755
W0018,coated_C,cast_iron,mist,0.1537,100.023,0.2542,1.5728,4300.0,134.809
W0018,coated_C,cast_iron,mist,0.1537,100.023,0.2542,1.5728,4400.0,152.376
W0018,coated_C,cast_iron,mist,0.1537,100.023,0.2542,1.5728,4500.0,167.219
W0018,coated_C,cast_iron,mist,0.1537,100.023,0.2542,1.5728,4600.0,155.607
W0018,coated_C,cast_iron,mist,0.1537,100.023,0.2542,1.5728,4700.0,153.888
W0018,coated_C,cast_iron,mist,0.1537,100.023,0.2542,1.5728,4800.0,167.627
W0018,coated_C,cast_iron,mist,0.1537,100.023,0.2542,1.5728,4900.0,185.898
W0018,coated_C,cast_iron,mist,0.1537,100.023,0.2542,1.5728,5000.0,180.657
W0018,coated_C,cast_iron,mist,0.1537,100.023,0.2542,1.5728,5100.0,215.128
W0018,coated_C,cast_iron,mist,0.1537,100.023,0.2542,1.5728,5200.0,189.183
W0018,coated_C,cast_iron,mist,0.1537,100.023,0.2542,1.5728,5300.0,201.498
W0018,coated_C,cast_iron,mist,0.1537,100.023,0.2542,1.5728,5400.0,195.062
W0018,coated_C,cast_iron,mist,0.1537,100.023,0.2542,1.5728,5500.0,210.065
W0018,coated_C,cast_iron,mist,0.1537,100.023,0.2542,1.5728,5600.0,211.351
W0018,coated_C,cast_iron,mist,0.1537,100.023,0.2542,1.5728,5700.0,182.437
W0018,coated_C,cast_iron,mist,0.1537,100.023,0.2542,1.5728,5800.0,227.783
W0018,coated_C,cast_iron,mist,0.1537,100.023,0.2542,1.5728,5900.0,226.076
W0018,coated_C,cast_iron,mist,0.1537,100.023,0.2542,1.5728,6000.0,239.377
W0019,carbide_B,alloy_steel,mist,0.5882,130.997,0.3403,1.8708,0.0,13.431
W0019,carbide_B,alloy_steel,mist,0.5882,130.997,0.3403,1.8708,100.0,16.899
W0019,carbide_B,alloy_steel,mist,0.5882,130.997,0.3403,1.8708,200.0,16.526
W0019,carbide_B,alloy_steel,mist,0.5882,130.997,0.3403,1.8708,300.0,27.244
W0019,carbide_B,alloy_steel,mist,0.5882,130.997,0.3403,1.8708,400.0,30.945
W0019,carbide_B,alloy_steel,mist,0.5882,130.997,0.3403,1.8708,500.0,37.318
W0019,carbide_B,alloy_steel,mist,0.5882,130.997,0.3403,1.8708,600.0,51.428
W0019,carbide_B,alloy_steel,mist,0.5882,130.997,0.3403,1.8708,700.0,56.03
W0019,carbide_B,alloy_steel,mist,0.5882,130.997,0.3403,1.8708,800.0,62.964
W0019,carbide_B,alloy_steel,mist,0.5882,130.997,0.3403,1.8708,900.0,79.139
W0019,carbide_B,alloy_steel,mist,0.5882,130.997,0.3403,1.8708,1000.0,92.763
W0019,carbide_B,alloy_steel,mist,0.5882,130.997,0.3403,1.8708,1100.0,96.23
W0019,carbide_B,alloy_steel,mist,0.5882,130.997,0.3403,1.8708,1200.0,84.107
W0019,carbide_B,alloy_steel,mist,0.5882,130.997,0.3403,1.8708,1300.0,98.245
W0019,carbide_B,alloy_steel,mist,0.5882,130.997,0.3403,1.8708,1400.0,110.945
W0019,carbide_B,alloy_steel,mist,0.5882,130.997,0.3403,1.8708,1500.0,124.956
W0019,carbide_B,alloy_steel,mist,0.5882,130.997,0.3403,1.8708,1600.0,124.076
W0019,carbide_B,alloy_steel,mist,0.5882,130.997,0.3403,1.8708,1700.0,155.654
W0019,carbide_B,alloy_steel,mist,0.5882,130.997,0.3403,1.8708,1800.0,163.713
W0019,carbide_B,alloy_steel,mist,0.5882,130.997,0.3403,1.8708,1900.0,144.868
W0019,carbide_B,alloy_steel,mist,0.5882,130.997,0.3403,1.8708,2000.0,164.778
W0019,carbide_B,alloy_steel,mist,0.5882,130.997,0.3403,1.8708,2100.0,167.673
W0019,carbide_B,alloy_steel,mist,0.5882,130.997,0.3403,1.8708,2200.0,171.821
W0019,carbide_B,alloy_steel,mist,0.5882,130.997,0.3403,1.8708,2300.0,180.089
W0019,carbide_B,alloy_steel,mist,0.5882,130.997,0.3403,1.8708,2400.0,182.85
W0019,carbide_B,alloy_steel,mist,0.5882,130.997,0.3403,1.8708,2500.0,213.577
W0019,carbide_B,alloy_steel,mist,0.5882,130.997,0.3403,1.8708,2600.0,211.669
W0019,carbide_B,alloy_steel,mist,0.5882,130.997,0.3403,1.8708,2700.0,239.471
W0019,carbide_B,alloy_steel,mist,0.5882,130.997,0.3403,1.8708,2800.0,239.603
W0019,carbide_B,alloy_steel,mist,0.5882,130.997,0.3403,1.8708,2900.0,241.112
W0019,carbide_B,alloy_steel,mist,0.5882,130.997,0.3403,1.8708,3000.0,257.697
W0019,carbide_B,alloy_steel,mist,0.5882,130.997,0.3403,1.8708,3100.0,266.558
W0019,carbide_B,alloy_steel,mist,0.5882,130.997,0.3403,1.8708,3200.0,283.292
W0019,carbide_B,alloy_steel,mist,0.5882,130.997,0.3403,1.8708,3300.0,268.49
W0019,carbide_B,alloy_steel,mist,0.5882,130.997,0.3403,1.8708,3400.0,303.656
W0019,carbide_B,alloy_steel,mist,0.5882,130.997,0.3403,1.8708,3500.0,341.232
W0019,carbide_B,alloy_steel,mist,0.5882,130.997,0.3403,1.8708,3600.0,343.594
W0019,carbide_B,alloy_steel,mist,0.5882,130.997,0.3403,1.8708,3700.0,352.609
W0019,carbide_B,alloy_steel,mist,0.5882,130.997,0.3403,1.8708,3800.0,337.923
W0019,carbide_B,alloy_steel,mist,0.5882,130.997,0.3403,1.8708,3900.0,367.047
W0019,carbide_B,alloy_steel,mist,0.5882,130.997,0.3403,1.8708,4000.0,365.617
W0019,carbide_B,alloy_steel,mist,0.5882,130.997,0.3403,1.8708,4100.0,388.97
W0019,carbide_B,alloy_steel,mist,0.5882,130.997,0.3403,1.8708,4200.0,405.84
W0019,carbide_B,alloy_steel,mist,0.5882,130.997,0.3403,1.8708,4300.0,408.01
W0019,carbide_B,alloy_steel,mist,0.5882,130.997,0.3403,1.8708,4400.0,428.983
W0019,carbide_B,alloy_steel,mist,0.5882,130.997,0.3403,1.8708,4500.0,414.253
W0019,carbide_B,alloy_steel,mist,0.5882,130.997,0.3403,1.8708,4600.0,438.2
W0019,carbide_B,alloy_steel,mist,0.5882,130.997,0.3403,1.8708,4700.0,436.256
W0019,carbide_B,alloy_steel,mist,0.5882,130.997,0.3403,1.8708,4800.0,473.495
W0019,carbide_B,alloy_steel,mist,0.5882,130.997,0.3403,1.8708,4900.0,455.977
W0019,carbide_B,alloy_steel,mist,0.5882,130.997,0.3403,1.8708,5000.0,495.356
W0019,carbide_B,alloy_steel,mist,0.5882,130.997,0.3403,1.8708,5100.0,474.807
W0019,carbide_B,alloy_steel,mist,0.5882,130.997,0.3403,1.8708,5200.0,496.576
W0019,carbide_B,alloy_steel,mist,0.5882,130.997,0.3403,1.8708,5300.0,507.016
W0019,carbide_B,alloy_steel,mist,0.5882,130.997,0.3403,1.8708,5400.0,529.345
W0019,carbide_B,alloy_steel,mist,0.5882,130.997,0.3403,1.8708,5500.0,552.307
W0019,carbide_B,alloy_steel,mist,0.5882,130.997,0.3403,1.8708,5600.0,588.745
W0019,carbide_B,alloy_steel,mist,0.5882,130.997,0.3403,1.8708,5700.0,588.258
W0019,carbide_B,alloy_steel,mist,0.5882,130.997,0.3403,1.8708,5800.0,604.646
W0019,carbide_B,alloy_steel,mist,0.5882,130.997,0.3403,1.8708,5900.0,603.797
W0019,carbide_B,alloy_steel,mist,0.5882,130.997,0.3403,1.8708,6000.0,657.282
W0020,carbide_B,cast_iron,mist,0.396,233.819,0.1523,0.544,0.0,16.613
W0020,carbide_B,cast_iron,mist,0.396,233.819,0.1523,0.544,100.0,18.288
W0020,carbide_B,cast_iron,mist,0.396,233.819,0.1523,0.544,200.0,24.093
W0020,carbide_B,cast_iron,mist,0.396,233.819,0.1523,0.544,300.0,20.781
W0020,carbide_B,cast_iron,mist,0.396,233.819,0.1523,0.544,400.0,21.489
W0020,carbide_B,cast_iron,mist,0.396,233.819,0.1523,0.544,500.0,19.354
W0020,carbide_B,cast_iron,mist,0.396,233.819,0.1523,0.544,600.0,22.91
W0020,carbide_B,cast_iron,mist,0.396,233.819,0.1523,0.544,700.0,33.96
W0020,carbide_B,cast_iron,mist,0.396,233.819,0.1523,0.544,800.0,38.331
W0020,carbide_B,cast_iron,mist,0.396,233.819,0.1523,0.544,900.0,42.484
W0020,carbide_B,cast_iron,mist,0.396,233.819,0.1523,0.544,1000.0,49.432
W0020,carbide_B,cast_iron,mist,0.396,233.819,0.1523,0.544,1100.0,49.821
W0020,carbide_B,cast_iron,mist,0.396,233.819,0.1523,0.544,1200.0,53.117
W0020,carbide_B,cast_iron,mist,0.396,233.819,0.1523,0.544,1300.0,63.193
W0020,carbide_B,cast_iron,mist,0.396,233.819,0.1523,0.544,1400.0,65.056
W0020,carbide_B,cast_iron,mist,0.396,233.819,0.1523,0.544,1500.0,67.406
W0020,carbide_B,cast_iron,mist,0.396,233.819,0.1523,0.544,1600.0,71.501
W0020,carbide_B,cast_iron,mist,0.396,233.819,0.1523,0.544,1700.0,91.885
W0020,carbide_B,cast_iron,mist,0.396,233.819,0.1523,0.544,1800.0,80.638
W0020,carbide_B,cast_iron,mist,0.396,233.819,0.1523,0.544,1900.0,75.748
W0020,carbide_B,cast_iron,mist,0.396,233.819,0.1523,0.544,2000.0,102.405
W0020,carbide_B,cast_iron,mist,0.396,233.819,0.1523,0.544,2100.0,97.934
W0020,carbide_B,cast_iron,mist,0.396,233.819,0.1523,0.544,2200.0,105.233
W0020,carbide_B,cast_iron,mist,0.396,233.819,0.1523,0.544,2300.0,93.687
W0020,carbide_B,cast_iron,mist,0.396,233.819,0.1523,0.544,2400.0,112.206
W0020,carbide_B,cast_iron,mist,0.396,233.819,0.1523,0.544,2500.0,112.429
W0020,carbide_B,cast_iron,mist,0.396,233.819,0.1523,0.544,2600.0,119.701
W0020,carbide_B,cast_iron,mist,0.396,233.819,0.1523,0.544,2700.0,134.858
W0020,carbide_B,cast_iron,mist,0.396,233.819,0.1523,0.544,2800.0,130.679
