cell_id,cell_type,ambient_temp_c,charge_rate_c,discharge_rate_c,depth_of_discharge,cycle_index,capacity_ah,capacity_percent
B017,LFP_graphite,15.42,0.719,1.768,0.586,490,1.158,55.443
B017,LFP_graphite,15.42,0.719,1.768,0.586,500,1.136,54.391
B017,LFP_graphite,15.42,0.719,1.768,0.586,510,1.1038,52.851
B017,LFP_graphite,15.42,0.719,1.768,0.586,520,1.0646,50.972
B017,LFP_graphite,15.42,0.719,1.768,0.586,530,1.0329,49.455
B017,LFP_graphite,15.42,0.719,1.768,0.586,540,1.0134,48.52
B017,LFP_graphite,15.42,0.719,1.768,0.586,550,0.9813,46.983
B017,LFP_graphite,15.42,0.719,1.768,0.586,560,0.9415,45.078
B017,LFP_graphite,15.42,0.719,1.768,0.586,570,0.9109,45.0
B017,LFP_graphite,15.42,0.719,1.768,0.586,580,0.8805,45.0
B017,LFP_graphite,15.42,0.719,1.768,0.586,590,0.8561,45.0
B017,LFP_graphite,15.42,0.719,1.768,0.586,600,0.8206,45.0
B017,LFP_graphite,15.42,0.719,1.768,0.586,610,0.7912,45.0
B017,LFP_graphite,15.42,0.719,1.768,0.586,620,0.7515,45.0
B017,LFP_graphite,15.42,0.719,1.768,0.586,630,0.7122,45.0
B017,LFP_graphite,15.42,0.719,1.768,0.586,640,0.6842,45.0
B017,LFP_graphite,15.42,0.719,1.768,0.586,650,0.6707,45.0
B017,LFP_graphite,15.42,0.719,1.768,0.586,660,0.6163,45.0
B017,LFP_graphite,15.42,0.719,1.768,0.586,670,0.5879,45.0
B017,LFP_graphite,15.42,0.719,1.768,0.586,680,0.5582,45.0
B017,LFP_graphite,15.42,0.719,1.768,0.586,690,0.5152,45.0
B017,LFP_graphite,15.42,0.719,1.768,0.586,700,0.497,45.0
B017,LFP_graphite,15.42,0.719,1.768,0.586,710,0.4479,45.0
B017,LFP_graphite,15.42,0.719,1.768,0.586,720,0.4062,45.0
B017,LFP_graphite,15.42,0.719,1.768,0.586,730,0.3624,45.0
B017,LFP_graphite,15.42,0.719,1.768,0.586,740,0.3329,45.0
B017,LFP_graphite,15.42,0.719,1.768,0.586,750,0.2931,45.0
B017,LFP_graphite,15.42,0.719,1.768,0.586,760,0.2649,45.0
B017,LFP_graphite,15.42,0.719,1.768,0.586,770,0.2229,45.0
B017,LFP_graphite,15.42,0.719,1.768,0.586,780,0.1945,45.0
B017,LFP_graphite,15.42,0.719,1.768,0.586,790,0.1558,45.0
B017,LFP_graphite,15.42,0.719,1.768,0.586,800,0.1113,45.0
B017,LFP_graphite,15.42,0.719,1.768,0.586,810,0.0711,45.0
B017,LFP_graphite,15.42,0.719,1.768,0.586,820,0.0265,45.0
B017,LFP_graphite,15.42,0.719,1.768,0.586,830,0.0012,45.0
B017,LFP_graphite,15.42,0.719,1.768,0.586,840,-0.0319,45.0
B017,LFP_graphite,15.42,0.719,1.768,0.586,850,-0.0852,45.0
B017,LFP_graphite,15.42,0.719,1.768,0.586,860,-0.1159,45.0
B017,LFP_graphite,15.42,0.719,1.768,0.586,870,-0.1557,45.0
B017,LFP_graphite,15.42,0.719,1.768,0.586,880,-0.1999,45.0
B017,LFP_graphite,15.42,0.719,1.768,0.586,890,-0.2347,45.0
B017,LFP_graphite,15.42,0.719,1.768,0.586,900,-0.2987,45.0
B017,LFP_graphite,15.42,0.719,1.768,0.586,910,-0.3184,45.0
B017,LFP_graphite,15.42,0.719,1.768,0.586,920,-0.3612,45.0
B017,LFP_graphite,15.42,0.719,1.768,0.586,930,-0.409,45.0
B017,LFP_graphite,15.42,0.719,1.768,0.586,940,-0.4447,45.0
B017,LFP_graphite,15.42,0.719,1.768,0.586,950,-0.4857,45.0
B017,LFP_graphite,15.42,0.719,1.768,0.586,960,-0.5074,45.0
B017,LFP_graphite,15.42,0.719,1.768,0.586,970,-0.5612,45.0
B017,LFP_graphite,15.42,0.719,1.768,0.586,980,-0.6257,45.0
B017,LFP_graphite,15.42,0.719,1.768,0.586,990,-0.6567,45.0
B017,LFP_graphite,15.42,0.719,1.768,0.586,1000,-0.6885,45.0
B018,NMC_graphite,43.55,1.64,2.828,0.725,0,2.0534,99.856
B018,NMC_graphite,43.55,1.64,2.828,0.725,10,2.0089,97.692
B018,NMC_graphite,43.55,1.64,2.828,0.725,20,1.9208,93.411
B018,NMC_graphite,43.55,1.64,2.828,0.725,30,1.8368,89.326
B018,NMC_graphite,43.55,1.64,2.828,0.725,40,1.6877,82.075
B018,NMC_graphite,43.55,1.64,2.828,0.725,50,1.5561,75.675
B018,NMC_graphite,43.55,1.64,2.828,0.725,60,1.3957,67.875
B018,NMC_graphite,43.55,1.64,2.828,0.725,70,1.2018,58.446
B018,NMC_graphite,43.55,1.64,2.828,0.725,80,1.0125,49.237
B018,NMC_graphite,43.55,1.64,2.828,0.725,90,0.7823,45.0
B018,NMC_graphite,43.55,1.64,2.828,0.725,100,0.5706,45.0
B018,NMC_graphite,43.55,1.64,2.828,0.725,110,0.3251,45.0
B018,NMC_graphite,43.55,1.64,2.828,0.725,120,0.08,45.0
B018,NMC_graphite,43.55,1.64,2.828,0.725,130,-0.1886,45.0
B018,NMC_graphite,43.55,1.64,2.828,0.725,140,-0.467,45.0
B018,NMC_graphite,43.55,1.64,2.828,0.725,150,-0.7686,45.0
B018,NMC_graphite,43.55,1.64,2.828,0.725,160,-1.0527,45.0
B018,NMC_graphite,43.55,1.64,2.828,0.725,170,-1.3578,45.0
B018,NMC_graphite,43.55,1.64,2.828,0.725,180,-1.6893,45.0
B018,NMC_graphite,43.55,1.64,2.828,0.725,190,-2.0062,45.0
B018,NMC_graphite,43.55,1.64,2.828,0.725,200,-2.3575,45.0
B018,NMC_graphite,43.55,1.64,2.828,0.725,210,-2.7018,45.0
B018,NMC_graphite,43.55,1.64,2.828,0.725,220,-3.0647,45.0
B018,NMC_graphite,43.55,1.64,2.828,0.725,230,-3.4183,45.0
B018,NMC_graphite,43.55,1.64,2.828,0.725,240,-3.8045,45.0
B018,NMC_graphite,43.55,1.64,2.828,0.725,250,-4.1995,45.0
B018,NMC_graphite,43.55,1.64,2.828,0.725,260,-4.5856,45.0
B018,NMC_graphite,43.55,1.64,2.828,0.725,270,-4.9958,45.0
B018,NMC_graphite,43.55,1.64,2.828,0.725,280,-5.4032,45.0
B018,NMC_graphite,43.55,1.64,2.828,0.725,290,-5.8319,45.0
B018,NMC_graphite,43.55,1.64,2.828,0.725,300,-6.271,45.0
B018,NMC_graphite,43.55,1.64,2.828,0.725,310,-6.6752,45.0
B018,NMC_graphite,43.55,1.64,2.828,0.725,320,-7.1522,45.0
B018,NMC_graphite,43.55,1.64,2.828,0.725,330,-7.6003,45.0
B018,NMC_graphite,43.55,1.64,2.828,0.725,340,-8.0801,45.0
B018,NMC_graphite,43.55,1.64,2.828,0.725,350,-8.5417,45.0
B018,NMC_graphite,43.55,1.64,2.828,0.725,360,-9.0132,45.0
B018,NMC_graphite,43.55,1.64,2.828,0.725,370,-9.4995,45.0
B018,NMC_graphite,43.55,1.64,2.828,0.725,380,-9.9948,45.0
B018,NMC_graphite,43.55,1.64,2.828,0.725,390,-10.4927,45.0
B018,NMC_graphite,43.55,1.64,2.828,0.725,400,-10.9946,45.0
B018,NMC_graphite,43.55,1.64,2.828,0.725,410,-11.511,45.0
B018,NMC_graphite,43.55,1.64,2.828,0.725,420,-12.027,45.0
B018,NMC_graphite,43.55,1.64,2.828,0.725,430,-12.5665,45.0
B018,NMC_graphite,43.55,1.64,2.828,0.725,440,-13.0961,45.0
B018,NMC_graphite,43.55,1.64,2.828,0.725,450,-13.6456,45.0
B018,NMC_graphite,43.55,1.64,2.828,0.725,460,-14.1865,45.0
B018,NMC_graphite,43.55,1.64,2.828,0.725,470,-14.7654,45.0
B018,NMC_graphite,43.55,1.64,2.828,0.725,480,-15.3155,45.0
B018,NMC_graphite,43.55,1.64,2.828,0.725,490,-15.8741,45.0
B018,NMC_graphite,43.55,1.64,2.828,0.725,500,-16.4343,45.0
B018,NMC_graphite,43.55,1.64,2.828,0.725,510,-17.0448,45.0
B018,NMC_graphite,43.55,1.64,2.828,0.725,520,-17.637,45.0
B018,NMC_graphite,43.55,1.64,2.828,0.725,530,-18.2432,45.0
B018,NMC_graphite,43.55,1.64,2.828,0.725,540,-18.83,45.0
B018,NMC_graphite,43.55,1.64,2.828,0.725,550,-19.4375,45.0
B018,NMC_graphite,43.55,1.64,2.828,0.725,560,-20.0518,45.0
B018,NMC_graphite,43.55,1.64,2.828,0.725,570,-20.6876,45.0
B018,NMC_graphite,43.55,1.64,2.828,0.725,580,-21.3212,45.0
B018,NMC_graphite,43.55,1.64,2.828,0.725,590,-21.9709,45.0
B018,NMC_graphite,43.55,1.64,2.828,0.725,600,-22.5993,45.0
B018,NMC_graphite,43.55,1.64,2.828,0.725,610,-23.2362,45.0
B018,NMC_graphite,43.55,1.64,2.828,0.725,620,-23.8809,45.0
B018,NMC_graphite,43.55,1.64,2.828,0.725,630,-24.5557,45.0
B018,NMC_graphite,43.55,1.64,2.828,0.725,640,-25.2076,45.0
B018,NMC_graphite,43.55,1.64,2.828,0.725,650,-25.8892,45.0
B018,NMC_graphite,43.55,1.64,2.828,0.725,660,-26.5628,45.0
B018,NMC_graphite,43.55,1.64,2.828,0.725,670,-27.2467,45.0
B018,NMC_graphite,43.55,1.64,2.828,0.725,680,-27.9424,45.0
B018,NMC_graphite,43.55,1.64,2.828,0.725,690,-28.6342,45.0
B018,NMC_graphite,43.55,1.64,2.828,0.725,700,-29.3412,45.0
B018,NMC_graphite,43.55,1.64,2.828,0.725,710,-30.0176,45.0
B018,NMC_graphite,43.55,1.64,2.828,0.725,720,-30.7441,45.0
B018,NMC_graphite,43.55,1.64,2.828,0.725,730,-31.4658,45.0
B018,NMC_graphite,43.55,1.64,2.828,0.725,740,-32.1761,45.0
B018,NMC_graphite,43.55,1.64,2.828,0.725,750,-32.8975,45.0
B018,NMC_graphite,43.55,1.64,2.828,0.725,760,-33.6314,45.0
B018,NMC_graphite,43.55,1.64,2.828,0.725,770,-34.3859,45.0
B018,NMC_graphite,43.55,1.64,2.828,0.725,780,-35.1297,45.0
B018,NMC_graphite,43.55,1.64,2.828,0.725,790,-35.8753,45.0
B018,NMC_graphite,43.55,1.64,2.828,0.725,800,-36.639,45.0
B018,NMC_graphite,43.55,1.64,2.828,0.725,810,-37.3968,45.0
B018,NMC_graphite,43.55,1.64,2.828,0.725,820,-38.1606,45.0
B018,NMC_graphite,43.55,1.64,2.828,0.725,830,-38.9545,45.0
B018,NMC_graphite,43.55,1.64,2.828,0.725,840,-39.7161,45.0
B018,NMC_graphite,43.55,1.64,2.828,0.725,850,-40.4822,45.0
B018,NMC_graphite,43.55,1.64,2.828,0.725,860,-41.2731,45.0
B018,NMC_graphite,43.55,1.64,2.828,0.725,870,-42.0758,45.0
B018,NMC_graphite,43.55,1.64,2.828,0.725,880,-42.8641,45.0
B018,NMC_graphite,43.55,1.64,2.828,0.725,890,-43.6728,45.0
B018,NMC_graphite,43.55,1.64,2.828,0.725,900,-44.4874,45.0
B018,NMC_graphite,43.55,1.64,2.828,0.725,910,-45.2923,45.0
B018,NMC_graphite,43.55,1.64,2.828,0.725,920,-46.1112,45.0
B018,NMC_graphite,43.55,1.64,2.828,0.725,930,-46.94,45.0
B018,NMC_graphite,43.55,1.64,2.828,0.725,940,-47.7672,45.0
B018,NMC_graphite,43.55,1.64,2.828,0.725,950,-48.5789,45.0
B018,NMC_graphite,43.55,1.64,2.828,0.725,960,-49.4209,45.0
B018,NMC_graphite,43.55,1.64,2.828,0.725,970,-50.2663,45.0
B018,NMC_graphite,43.55,1.64,2.828,0.725,980,-51.1272,45.0
B018,NMC_graphite,43.55,1.64,2.828,0.725,990,-51.9894,45.0
B018,NMC_graphite,43.55,1.64,2.828,0.725,1000,-52.8365,45.0
B019,LFP_graphite,44.71,1.454,2.947,0.587,0,2.0515,99.311
B019,LFP_graphite,44.71,1.454,2.947,0.587,10,2.0507,99.276
B019,LFP_graphite,44.71,1.454,2.947,0.587,20,2.0351,98.519
B019,LFP_graphite,44.71,1.454,2.947,0.587,30,2.0121,97.405
B019,LFP_graphite,44.71,1.454,2.947,0.587,40,1.9966,96.657
B019,LFP_graphite,44.71,1.454,2.947,0.587,50,1.9665,95.2
B019,LFP_graphite,44.71,1.454,2.947,0.587,60,1.9376,93.8
B019,LFP_graphite,44.71,1.454,2.947,0.587,70,1.902,92.075
B019,LFP_graphite,44.71,1.454,2.947,0.587,80,1.8814,91.08
B019,LFP_graphite,44.71,1.454,2.947,0.587,90,1.8496,89.539
B019,LFP_graphite,44.71,1.454,2.947,0.587,100,1.8244,88.322
B019,LFP_graphite,44.71,1.454,2.947,0.587,110,1.7775,86.047
B019,LFP_graphite,44.71,1.454,2.947,0.587,120,1.7357,84.026
B019,LFP_graphite,44.71,1.454,2.947,0.587,130,1.6898,81.804
B019,LFP_graphite,44.71,1.454,2.947,0.587,140,1.6817,81.409
B019,LFP_graphite,44.71,1.454,2.947,0.587,150,1.6304,78.928
B019,LFP_graphite,44.71,1.454,2.947,0.587,160,1.603,77.601
B019,LFP_graphite,44.71,1.454,2.947,0.587,170,1.5633,75.681
B019,LFP_graphite,44.71,1.454,2.947,0.587,180,1.5161,73.396
B019,LFP_graphite,44.71,1.454,2.947,0.587,190,1.4559,70.481
B019,LFP_graphite,44.71,1.454,2.947,0.587,200,1.441,69.761
B019,LFP_graphite,44.71,1.454,2.947,0.587,210,1.381,66.855
B019,LFP_graphite,44.71,1.454,2.947,0.587,220,1.3436,65.043
B019,LFP_graphite,44.71,1.454,2.947,0.587,230,1.3098,63.407
B019,LFP_graphite,44.71,1.454,2.947,0.587,240,1.258,60.898
B019,LFP_graphite,44.71,1.454,2.947,0.587,250,1.2267,59.385
B019,LFP_graphite,44.71,1.454,2.947,0.587,260,1.167,56.495
B019,LFP_graphite,44.71,1.454,2.947,0.587,270,1.1218,54.309
B019,LFP_graphite,44.71,1.454,2.947,0.587,280,1.0655,51.583
B019,LFP_graphite,44.71,1.454,2.947,0.587,290,1.0205,49.401
B019,LFP_graphite,44.71,1.454,2.947,0.587,300,0.9956,48.198
B019,LFP_graphite,44.71,1.454,2.947,0.587,310,0.9487,45.927
B019,LFP_graphite,44.71,1.454,2.947,0.587,320,0.9,45.0
B019,LFP_graphite,44.71,1.454,2.947,0.587,330,0.8479,45.0
B019,LFP_graphite,44.71,1.454,2.947,0.587,340,0.7952,45.0
B019,LFP_graphite,44.71,1.454,2.947,0.587,350,0.7281,45.0
B019,LFP_graphite,44.71,1.454,2.947,0.587,360,0.6916,45.0
B019,LFP_graphite,44.71,1.454,2.947,0.587,370,0.6494,45.0
B019,LFP_graphite,44.71,1.454,2.947,0.587,380,0.5893,45.0
B019,LFP_graphite,44.71,1.454,2.947,0.587,390,0.5347,45.0
B019,LFP_graphite,44.71,1.454,2.947,0.587,400,0.4837,45.0
B019,LFP_graphite,44.71,1.454,2.947,0.587,410,0.4207,45.0
B019,LFP_graphite,44.71,1.454,2.947,0.587,420,0.3665,45.0
B019,LFP_graphite,44.71,1.454,2.947,0.587,430,0.3117,45.0
B019,LFP_graphite,44.71,1.454,2.947,0.587,440,0.2777,45.0
B019,LFP_graphite,44.71,1.454,2.947,0.587,450,0.2275,45.0
B019,LFP_graphite,44.71,1.454,2.947,0.587,460,0.159,45.0
B019,LFP_graphite,44.71,1.454,2.947,0.587,470,0.1069,45.0
B019,LFP_graphite,44.71,1.454,2.947,0.587,480,0.049,45.0
B019,LFP_graphite,44.71,1.454,2.947,0.587,490,0.0072,45.0
B019,LFP_graphite,44.71,1.454,2.947,0.587,500,-0.059,45.0
B019,LFP_graphite,44.71,1.454,2.947,0.587,510,-0.138,45.0
B019,LFP_graphite,44.71,1.454,2.947,0.587,520,-0.1712,45.0
B019,LFP_graphite,44.71,1.454,2.947,0.587,530,-0.2261,45.0
B019,LFP_graphite,44.71,1.454,2.947,0.587,540,-0.2871,45.0
B019,LFP_graphite,44.71,1.454,2.947,0.587,550,-0.3254,45.0
B019,LFP_graphite,44.71,1.454,2.947,0.587,560,-0.4049,45.0
B019,LFP_graphite,44.71,1.454,2.947,0.587,570,-0.4596,45.0
B019,LFP_graphite,44.71,1.454,2.947,0.587,580,-0.5127,45.0
B019,LFP_graphite,44.71,1.454,2.947,0.587,590,-0.5712,45.0
B019,LFP_graphite,44.71,1.454,2.947,0.587,600,-0.6239,45.0
B019,LFP_graphite,44.71,1.454,2.947,0.587,610,-0.7036,45.0
B019,LFP_graphite,44.71,1.454,2.947,0.587,620,-0.7514,45.0
B019,LFP_graphite,44.71,1.454,2.947,0.587,630,-0.8089,45.0
B019,LFP_graphite,44.71,1.454,2.947,0.587,640,-0.8798,45.0
B019,LFP_graphite,44.71,1.454,2.947,0.587,650,-0.9395,45.0
B019,LFP_graphite,44.71,1.454,2.947,0.587,660,-1.011,45.0
B019,LFP_graphite,44.71,1.454,2.947,0.587,670,-1.067,45.0
B019,LFP_graphite,44.71,1.454,2.947,0.587,680,-1.1262,45.0
B019,LFP_graphite,44.71,1.454,2.947,0.587,690,-1.1877,45.0
B019,LFP_graphite,44.71,1.454,2.947,0.587,700,-1.2541,45.0
B019,LFP_graphite,44.71,1.454,2.947,0.587,710,-1.3172,45.0
B019,LFP_graphite,44.71,1.454,2.947,0.587,720,-1.3739,45.0
B019,LFP_graphite,44.71,1.454,2.947,0.587,730,-1.438,45.0
B019,LFP_graphite,44.71,1.454,2.947,0.587,740,-1.4902,45.0
B019,LFP_graphite,44.71,1.454,2.947,0.587,750,-1.5582,45.0
B019,LFP_graphite,44.71,1.454,2.947,0.587,760,-1.6191,45.0
B019,LFP_graphite,44.71,1.454,2.947,0.587,770,-1.6912,45.0
B019,LFP_graphite,44.71,1.454,2.947,0.587,780,-1.7659,45.0
B019,LFP_graphite,44.71,1.454,2.947,0.587,790,-1.8077,45.0
B019,LFP_graphite,44.71,1.454,2.947,0.587,800,-1.8766,45.0
B019,LFP_graphite,44.71,1.454,2.947,0.587,810,-1.9508,45.0
B019,LFP_graphite,44.71,1.454,2.947,0.587,820,-2.0263,45.0
B019,LFP_graphite,44.71,1.454,2.947,0.587,830,-2.0705,45.0
B019,LFP_graphite,44.71,1.454,2.947,0.587,840,-2.1433,45.0
B019,LFP_graphite,44.71,1.454,2.947,0.587,850,-2.2143,45.0
B019,LFP_graphite,44.71,1.454,2.947,0.587,860,-2.2835,45.0
B019,LFP_graphite,44.71,1.454,2.947,0.587,870,-2.3346,45.0
B019,LFP_graphite,44.71,1.454,2.947,0.587,880,-2.4132,45.0
B019,LFP_graphite,44.71,1.454,2.947,0.587,890,-2.472,45.0
B019,LFP_graphite,44.71,1.454,2.947,0.587,900,-2.5449,45.0
B019,LFP_graphite,44.71,1.454,2.947,0.587,910,-2.6132,45.0
B019,LFP_graphite,44.71,1.454,2.947,0.587,920,-2.6865,45.0
B019,LFP_graphite,44.71,1.454,2.947,0.587,930,-2.7345,45.0
B019,LFP_graphite,44.71,1.454,2.947,0.587,940,-2.82,45.0
B019,LFP_graphite,44.71,1.454,2.947,0.587,950,-2.8954,45.0
B019,LFP_graphite,44.71,1.454,2.947,0.587,960,-2.9651,45.0
B019,LFP_graphite,44.71,1.454,2.947,0.587,970,-3.0183,45.0
B019,LFP_graphite,44.71,1.454,2.947,0.587,980,-3.1011,45.0
B019,LFP_graphite,44.71,1.454,2.947,0.587,990,-3.1541,45.0
B019,LFP_graphite,44.71,1.454,2.947,0.587,1000,-3.233,45.0
B020,NMC_graphite,33.83,0.963,1.21,0.652,0,1.9393,99.669
B020,NMC_graphite,33.83,0.963,1.21,0.652,10,1.9423,99.819
B020,NMC_graphite,33.83,0.963,1.21,0.652,20,1.9197,98.661
B020,NMC_graphite,33.83,0.963,1.21,0.652,30,1.9262,98.992
B020,NMC_graphite,33.83,0.963,1.21,0.652,40,1.904,97.853
B020,NMC_graphite,33.83,0.963,1.21,0.652,50,1.8769,96.461
B020,NMC_graphite,33.83,0.963,1.21,0.652,60,1.8544,95.301
B020,NMC_graphite,33.83,0.963,1.21,0.652,70,1.838,94.458
B020,NMC_graphite,33.83,0.963,1.21,0.652,80,1.8196,93.516
B020,NMC_graphite,33.83,0.963,1.21,0.652,90,1.8121,93.127
B020,NMC_graphite,33.83,0.963,1.21,0.652,100,1.7598,90.441
B020,NMC_graphite,33.83,0.963,1.21,0.652,110,1.7548,90.185
B020,NMC_graphite,33.83,0.963,1.21,0.652,120,1.7389,89.367
B020,NMC_graphite,33.83,0.963,1.21,0.652,130,1.7168,88.232
B020,NMC_graphite,33.83,0.963,1.21,0.652,140,1.6974,87.236
B020,NMC_graphite,33.83,0.963,1.21,0.652,150,1.6699,85.822
B020,NMC_graphite,33.83,0.963,1.21,0.652,160,1.6546,85.036
B020,NMC_graphite,33.83,0.963,1.21,0.652,170,1.6032,82.395
B020,NMC_graphite,33.83,0.963,1.21,0.652,180,1.6005,82.256
B020,NMC_graphite,33.83,0.963,1.21,0.652,190,1.5492,79.62
B020,NMC_graphite,33.83,0.963,1.21,0.652,200,1.5324,78.756
B020,NMC_graphite,33.83,0.963,1.21,0.652,210,1.5008,77.132
B020,NMC_graphite,33.83,0.963,1.21,0.652,220,1.4703,75.563
B020,NMC_graphite,33.83,0.963,1.21,0.652,230,1.4555,74.803
B020,NMC_graphite,33.83,0.963,1.21,0.652,240,1.4208,73.018
B020,NMC_graphite,33.83,0.963,1.21,0.652,250,1.3956,71.722
B020,NMC_graphite,33.83,0.963,1.21,0.652,260,1.3618,69.988
B020,NMC_graphite,33.83,0.963,1.21,0.652,270,1.3359,68.656
B020,NMC_graphite,33.83,0.963,1.21,0.652,280,1.29,66.298
B020,NMC_graphite,33.83,0.963,1.21,0.652,290,1.2612,64.817
B020,NMC_graphite,33.83,0.963,1.21,0.652,300,1.2291,63.165
B020,NMC_graphite,33.83,0.963,1.21,0.652,310,1.2019,61.767
B020,NMC_graphite,33.83,0.963,1.21,0.652,320,1.1719,60.226
B020,NMC_graphite,33.83,0.963,1.21,0.652,330,1.1292,58.031
B020,NMC_graphite,33.83,0.963,1.21,0.652,340,1.1015,56.612
B020,NMC_graphite,33.83,0.963,1.21,0.652,350,1.0581,54.381
B020,NMC_graphite,33.83,0.963,1.21,0.652,360,1.0192,52.379
B020,NMC_graphite,33.83,0.963,1.21,0.652,370,0.9937,51.069
B020,NMC_graphite,33.83,0.963,1.21,0.652,380,0.9642,49.554
B020,NMC_graphite,33.83,0.963,1.21,0.652,390,0.9253,47.556
B020,NMC_graphite,33.83,0.963,1.21,0.652,400,0.8799,45.221
B020,NMC_graphite,33.83,0.963,1.21,0.652,410,0.8626,45.0
B020,NMC_graphite,33.83,0.963,1.21,0.652,420,0.8157,45.0
B020,NMC_graphite,33.83,0.963,1.21,0.652,430,0.7949,45.0
B020,NMC_graphite,33.83,0.963,1.21,0.652,440,0.7465,45.0
B020,NMC_graphite,33.83,0.963,1.21,0.652,450,0.7132,45.0
B020,NMC_graphite,33.83,0.963,1.21,0.652,460,0.6869,45.0
B020,NMC_graphite,33.83,0.963,1.21,0.652,470,0.6481,45.0
B020,NMC_graphite,33.83,0.963,1.21,0.652,480,0.6113,45.0
B020,NMC_graphite,33.83,0.963,1.21,0.652,490,0.5608,45.0
B020,NMC_graphite,33.83,0.963,1.21,0.652,500,0.5271,45.0
B020,NMC_graphite,33.83,0.963,1.21,0.652,510,0.4972,45.0
B020,NMC_graphite,33.83,0.963,1.21,0.652,520,0.4513,45.0
B020,NMC_graphite,33.83,0.963,1.21,0.652,530,0.4092,45.0
B020,NMC_graphite,33.83,0.963,1.21,0.652,540,0.3617,45.0
B020,NMC_graphite,33.83,0.963,1.21,0.652,550,0.3301,45.0
B020,NMC_graphite,33.83,0.963,1.21,0.652,560,0.2942,45.0
B020,NMC_graphite,33.83,0.963,1.21,0.652,570,0.2528,45.0
B020,NMC_graphite,33.83,0.963,1.21,0.652,580,0.2061,45.0
B020,NMC_graphite,33.83,0.963,1.21,0.652,590,0.1661,45.0
B020,NMC_graphite,33.83,0.963,1.21,0.652,600,0.1232,45.0
B020,NMC_graphite,33.83,0.963,1.21,0.652,610,0.0925,45.0
B020,NMC_graphite,33.83,0.963,1.21,0.652,620,0.059,45.0
B020,NMC_graphite,33.83,0.963,1.21,0.652,630,0.0245,45.0
B020,NMC_graphite,33.83,0.963,1.21,0.652,640,-0.0347,45.0
B020,NMC_graphite,33.83,0.963,1.21,0.652,650,-0.0786,45.0
B020,NMC_graphite,33.83,0.963,1.21,0.652,660,-0.1113,45.0
B020,NMC_graphite,33.83,0.963,1.21,0.652,670,-0.1582,45.0
B020,NMC_graphite,33.83,0.963,1.21,0.652,680,-0.1869,45.0
B020,NMC_graphite,33.83,0.963,1.21,0.652,690,-0.2488,45.0
B020,NMC_graphite,33.83,0.963,1.21,0.652,700,-0.2789,45.0
B020,NMC_graphite,33.83,0.963,1.21,0.652,710,-0.343,45.0
B020,NMC_graphite,33.83,0.963,1.21,0.652,720,-0.365,45.0
B020,NMC_graphite,33.83,0.963,1.21,0.652,730,-0.4256,45.0
B020,NMC_graphite,33.83,0.963,1.21,0.652,740,-0.48,45.0
B020,NMC_graphite,33.83,0.963,1.21,0.652,750,-0.5117,45.0
B020,NMC_graphite,33.83,0.963,1.21,0.652,760,-0.5523,45.0
B020,NMC_graphite,33.83,0.963,1.21,0.652,770,-0.5939,45.0
B020,NMC_graphite,33.83,0.963,1.21,0.652,780,-0.6362,45.0
B020,NMC_graphite,33.83,0.963,1.21,0.652,790,-0.6852,45.0
B020,NMC_graphite,33.83,0.963,1.21,0.652,800,-0.7313,45.0
B020,NMC_graphite,33.83,0.963,1.21,0.652,810,-0.7771,45.0
B020,NMC_graphite,33.83,0.963,1.21,0.652,820,-0.8186,45.0
B020,NMC_graphite,33.83,0.963,1.21,0.652,830,-0.8704,45.0
B020,NMC_graphite,33.83,0.963,1.21,0.652,840,-0.8987,45.0
B020,NMC_graphite,33.83,0.963,1.21,0.652,850,-0.9644,45.0
B020,NMC_graphite,33.83,0.963,1.21,0.652,860,-1.0079,45.0
B020,NMC_graphite,33.83,0.963,1.21,0.652,870,-1.0507,45.0
B020,NMC_graphite,33.83,0.963,1.21,0.652,880,-1.1163,45.0
B020,NMC_graphite,33.83,0.963,1.21,0.652,890,-1.1329,45.0
B020,NMC_graphite,33.83,0.963,1.21,0.652,900,-1.1991,45.0
B020,NMC_graphite,33.83,0.963,1.21,0.652,910,-1.2355,45.0
B020,NMC_graphite,33.83,0.963,1.21,0.652,920,-1.2938,45.0
B020,NMC_graphite,33.83,0.963,1.21,0.652,930,-1.3196,45.0
B020,NMC_graphite,33.83,0.963,1.21,0.652,940,-1.3673,45.0
B020,NMC_graphite,33.83,0.963,1.21,0.652,950,-1.4359,45.0
B020,NMC_graphite,33.83,0.963,1.21,0.652,960,-1.4737,45.0
B020,NMC_graphite,33.83,0.963,1.21,0.652,970,-1.5206,45.0
B020,NMC_graphite,33.83,0.963,1.21,0.652,980,-1.5713,45.0
B020,NMC_graphite,33.83,0.963,1.21,0.652,990,-1.6279,45.0
B020,NMC_graphite,33.83,0.963,1.21,0.652,1000,-1.6641,45.0
B021,LFP_graphite,33.95,1.788,2.802,0.641,0,2.1299,100.874
B021,LFP_graphite,33.95,1.788,2.802,0.641,10,2.0978,99.353
B021,LFP_graphite,33.95,1.788,2.802,0.641,20,2.0666,97.874
B021,LFP_graphite,33.95,1.788,2.802,0.641,30,2.0506,97.115
B021,LFP_graphite,33.95,1.788,2.802,0.641,40,2.0209,95.709
B021,LFP_graphite,33.95,1.788,2.802,0.641,50,1.9994,94.69
B021,LFP_graphite,33.95,1.788,2.802,0.641,60,1.9683,93.218
