alloy_family,carbon_pct,chromium_pct,nickel_pct,austenitize_temp_c,tempering_temp_c,hold_time_h,cooling_rate_c_per_s,hardness_hv,charpy_j
low_alloy_steel,0.9458,0.6185,0.1161,899.69,507.83,0.593,0.123,259.788,107.037
low_alloy_steel,0.4688,0.3801,0.8115,968.12,559.83,2.93,2.5288,203.842,115.705
martensitic_stainless,0.1604,3.6123,2.4621,979.05,152.05,2.736,0.3079,468.483,80.47
spring_steel,0.6318,1.4823,1.0004,778.65,593.5,2.058,23.3166,305.848,122.631
bearing_steel,0.6182,0.8179,1.5545,892.4,157.54,2.061,132.4219,508.901,73.347
low_alloy_steel,0.6007,1.5772,1.9149,839.19,347.06,0.361,0.5906,324.072,99.079
spring_steel,0.7759,1.0918,2.3799,935.34,394.19,3.906,13.5854,412.671,113.482
spring_steel,0.2382,0.4049,0.7458,911.84,161.76,2.917,0.3262,312.282,85.475
martensitic_stainless,0.178,3.5644,0.6806,939.41,557.19,0.223,95.2111,386.817,100.237
bearing_steel,0.7137,0.2722,2.2315,941.83,360.26,0.241,53.1499,419.231,81.857
spring_steel,0.7582,0.6973,0.7473,884.18,269.67,0.913,86.3713,471.129,81.456
low_alloy_steel,0.2454,0.1561,1.6154,921.88,378.59,3.78,0.5466,215.243,125.338
bearing_steel,0.7752,1.2771,0.5227,881.72,201.87,0.931,7.8501,510.732,46.955
martensitic_stainless,0.743,2.5904,0.3954,898.87,288.63,2.102,3.6678,541.818,65.84
spring_steel,0.618,0.4222,1.4117,888.28,600.01,3.226,42.1146,284.737,128.455
martensitic_stainless,0.9515,3.6163,1.4106,880.23,307.37,2.171,0.9689,558.816,69.215
low_alloy_steel,0.7601,1.62,2.3577,911.4,242.09,3.065,9.0214,464.766,83.152
spring_steel,0.6271,0.2988,0.384,774.08,542.61,3.112,0.1057,214.725,110.786
martensitic_stainless,0.8641,2.7861,0.5378,812.84,356.13,3.942,0.5747,469.496,74.014
low_alloy_steel,1.0113,0.1238,2.1592,814.39,642.14,2.343,21.7717,271.171,126.305
spring_steel,0.8494,1.9356,1.7998,855.36,401.67,2.487,1.7194,361.669,112.407
low_alloy_steel,0.3477,0.3064,2.4476,901.48,165.6,3.173,0.1517,281.176,114.102
bearing_steel,0.6871,1.954,0.6362,781.17,409.21,2.319,17.2607,364.269,99.078
low_alloy_steel,0.7321,0.2892,0.7662,828.16,554.4,2.44,7.9563,222.507,121.126
bearing_steel,0.2213,1.221,0.9227,915.68,333.58,0.987,6.5008,297.929,90.231
bearing_steel,0.3193,0.9142,0.839,827.17,416.68,3.047,9.5609,275.401,108.601
bearing_steel,0.9117,0.5729,1.4361,875.01,212.72,1.745,5.4996,510.164,70.731
low_alloy_steel,0.203,0.5857,2.2241,874.34,235.13,0.587,12.5723,327.063,97.876
spring_steel,0.6626,1.3122,0.7166,840.63,237.34,0.71,1.0352,383.072,84.264
martensitic_stainless,0.4939,3.5048,1.9716,860.2,630.61,0.618,0.1753,324.117,125.663
spring_steel,0.9853,0.1608,1.283,761.21,550.44,3.849,10.1327,324.421,112.2
martensitic_stainless,0.3845,3.4813,0.6451,802.81,378.47,2.562,1.9139,395.269,86.149
martensitic_stainless,0.9585,2.8306,0.0859,762.18,229.11,2.818,52.3837,624.221,50.035
martensitic_stainless,0.8741,3.7301,2.1635,815.0,533.91,1.464,6.2877,470.353,92.448
bearing_steel,0.9741,0.4373,1.5397,776.11,246.96,2.294,0.5069,421.81,73.543
bearing_steel,0.7604,0.5474,1.6822,890.46,218.55,0.749,4.4991,453.743,81.132
low_alloy_steel,0.5823,1.4749,2.1256,966.79,548.98,1.825,0.1209,195.191,131.858
spring_steel,1.0406,1.8246,2.3077,880.36,471.64,3.3,0.5081,427.446,103.988
martensitic_stainless,0.3811,3.5406,0.5038,769.88,391.44,1.867,0.1199,369.414,96.835
low_alloy_steel,0.9426,1.3162,1.4688,905.82,443.93,0.976,107.6848,427.243,101.48
low_alloy_steel,0.1886,1.1034,0.1052,882.63,611.8,2.747,0.9206,120.0,152.461
low_alloy_steel,0.7334,0.3279,0.7682,960.12,486.56,1.836,2.9738,290.893,110.727
bearing_steel,0.3589,0.6567,0.0045,803.14,245.82,1.932,1.6935,314.87,79.669
bearing_steel,0.2057,1.8265,0.8751,786.58,475.48,2.993,24.8676,258.878,130.684
bearing_steel,0.2721,1.9062,2.332,821.64,515.51,1.879,131.1491,357.819,107.716
martensitic_stainless,0.2433,3.973,2.1963,877.66,306.59,3.807,21.5586,476.9,74.757
low_alloy_steel,0.5682,0.4325,1.7057,883.48,180.68,3.516,0.974,338.504,92.494
bearing_steel,0.9947,1.1095,2.1674,933.08,193.13,2.406,7.1229,571.767,61.393
bearing_steel,0.5261,0.5556,1.6835,848.6,611.3,1.435,74.9162,283.913,125.386
low_alloy_steel,0.9066,1.4081,1.1666,898.07,290.47,1.122,2.7141,385.109,81.904
bearing_steel,0.9353,0.8845,0.7114,906.15,259.77,1.774,15.7212,498.115,63.098
spring_steel,0.6108,0.8964,0.9719,932.24,543.65,1.912,77.6706,333.844,104.078
spring_steel,0.3129,1.8354,1.5618,929.67,539.7,0.583,31.7414,323.751,122.17
spring_steel,0.7137,1.4064,0.8828,961.48,183.38,2.145,0.1283,448.082,62.507
martensitic_stainless,0.2118,3.766,1.8354,876.07,341.37,2.622,4.0896,420.101,82.086
spring_steel,0.5276,1.8974,0.0814,930.95,249.5,0.838,9.1135,426.484,69.352
spring_steel,1.0145,1.1206,0.1932,801.59,575.34,2.397,0.8116,265.84,107.091
bearing_steel,0.7118,1.3827,1.5352,887.03,281.62,2.696,1.5054,444.695,81.971
bearing_steel,0.6523,1.3167,0.5597,890.37,454.77,1.379,144.5549,448.893,92.708
bearing_steel,0.8368,0.4876,2.0934,824.44,379.26,2.833,0.1009,334.14,110.581
bearing_steel,0.3204,0.509,1.319,770.6,287.5,2.972,77.5065,405.349,93.648
spring_steel,0.537,0.1037,1.1367,912.52,396.51,2.212,42.0456,360.699,93.141
spring_steel,0.8049,0.1723,0.8378,937.7,524.06,0.243,0.9403,295.4,112.677
spring_steel,0.8834,0.2672,2.0387,904.23,393.22,1.969,4.4706,390.022,94.9
low_alloy_steel,0.5791,1.7882,0.4851,884.65,432.27,2.904,1.8298,246.245,109.843
low_alloy_steel,0.6616,1.0451,2.3712,780.77,404.1,1.475,31.6841,310.705,103.828
spring_steel,0.4203,1.2857,2.0254,865.07,646.69,1.484,0.8098,174.523,129.066
martensitic_stainless,0.8524,3.58,1.5829,944.09,375.78,3.53,0.181,505.881,87.041
bearing_steel,0.7156,0.1037,2.4968,885.01,175.19,2.368,1.0327,460.305,85.136
martensitic_stainless,0.17,3.0485,2.2635,834.64,171.44,1.563,85.7413,529.924,78.325
martensitic_stainless,0.7089,2.5467,1.6505,776.91,462.07,0.669,0.9333,361.605,110.981
bearing_steel,0.6039,1.3701,0.3339,800.99,422.74,1.355,1.0373,341.914,91.752
low_alloy_steel,0.7079,1.4243,1.8887,927.73,395.69,3.248,13.461,356.01,94.712
low_alloy_steel,0.5904,1.6018,1.547,948.58,496.33,2.377,26.5163,337.183,92.32
spring_steel,0.178,1.2196,0.6316,805.04,602.94,1.445,0.7691,120.0,130.113
martensitic_stainless,0.199,3.8445,1.6869,927.85,343.32,1.212,66.205,478.167,88.854
martensitic_stainless,0.6165,3.7161,1.3062,855.8,534.96,3.258,10.2749,412.928,94.446
low_alloy_steel,0.8967,0.7999,0.7392,901.71,317.15,3.276,0.2483,362.472,81.672
low_alloy_steel,0.5308,1.384,0.8573,795.66,435.19,2.33,133.0551,328.979,100.869
low_alloy_steel,0.5877,1.492,1.507,944.66,400.62,2.386,3.4722,296.377,103.794
martensitic_stainless,0.7574,2.5625,0.0543,912.03,181.95,3.54,8.759,590.04,30.046
martensitic_stainless,0.4017,2.5068,2.3024,774.94,346.11,1.275,1.0981,376.722,95.53
spring_steel,0.3876,0.4077,1.115,807.44,167.42,3.452,0.6112,297.199,93.248
bearing_steel,0.5419,1.9154,2.0334,881.23,165.8,0.903,5.3095,467.312,83.318
bearing_steel,0.4398,0.9016,0.8692,854.97,523.19,1.336,72.5923,308.865,110.031
low_alloy_steel,0.6616,1.2941,0.0937,875.45,582.34,3.72,134.6237,315.935,78.811
low_alloy_steel,0.6307,1.0578,1.0419,970.46,573.0,3.743,2.6937,260.45,116.683
martensitic_stainless,0.2156,2.8763,1.8802,801.26,408.62,2.931,1.4951,358.767,109.213
low_alloy_steel,0.4154,0.1913,0.045,871.36,313.83,1.678,46.0134,279.605,88.376
spring_steel,0.3117,0.2307,2.1868,936.57,374.96,0.716,23.4823,330.039,112.721
bearing_steel,0.3637,0.8348,0.8794,814.46,337.5,1.69,0.4287,255.508,101.437
martensitic_stainless,0.423,3.7686,1.2648,799.24,313.26,3.917,0.3271,443.802,91.255
martensitic_stainless,0.8645,3.7362,0.5196,902.89,602.62,3.673,16.1906,440.828,97.458
spring_steel,0.2783,1.5344,0.1097,963.54,588.12,0.588,10.1441,180.816,127.347
spring_steel,0.6056,0.2689,1.206,927.79,577.88,0.472,0.1708,209.869,128.696
martensitic_stainless,0.4619,2.5967,1.1759,953.62,170.55,1.752,33.1588,576.274,56.812
spring_steel,0.7075,0.9687,0.6043,919.53,445.74,1.577,0.1678,281.165,104.43
bearing_steel,0.6855,0.1237,0.2828,941.86,399.43,1.405,78.5375,398.134,85.167
bearing_steel,0.5622,0.2511,2.0371,848.01,438.46,3.26,98.9557,365.363,89.103
martensitic_stainless,0.1859,3.5873,0.7898,923.41,426.35,2.972,70.2806,415.8,90.55
martensitic_stainless,0.4039,3.682,1.2518,903.19,470.51,1.835,98.8247,497.287,76.818
bearing_steel,0.7964,1.2431,1.3483,837.14,615.63,3.9,0.5119,278.888,118.871
bearing_steel,0.8057,0.2806,2.1337,957.55,619.71,3.43,14.9326,339.765,113.353
spring_steel,0.3479,1.9865,1.9489,910.48,188.76,1.695,58.1605,448.107,77.908
spring_steel,0.9365,0.4174,2.0749,819.59,561.5,3.796,9.2383,319.481,112.277
martensitic_stainless,0.4271,2.5151,0.0905,811.07,161.84,1.266,0.1223,444.308,73.984
low_alloy_steel,0.2324,1.9257,1.0449,934.86,429.24,2.508,43.4809,299.357,117.315
martensitic_stainless,0.258,2.1325,0.4697,843.53,281.31,2.353,0.7869,420.911,80.743
martensitic_stainless,0.982,2.714,2.0176,809.47,308.25,0.434,0.1611,499.78,80.458
bearing_steel,0.2195,1.6901,0.3732,949.13,191.67,2.561,20.6156,449.548,83.401
low_alloy_steel,0.5888,0.2544,1.6616,783.87,366.05,0.423,18.2868,299.952,101.641
low_alloy_steel,0.4264,0.3197,1.9031,828.55,371.1,3.939,3.7854,220.806,129.313
martensitic_stainless,0.9863,3.1178,0.6015,766.27,428.78,2.004,10.5616,456.1,83.044
low_alloy_steel,1.0131,0.1566,1.373,791.72,615.43,1.379,0.1308,199.475,140.698
martensitic_stainless,0.4324,2.5497,2.3899,929.44,185.83,1.4,0.9462,521.221,76.495
bearing_steel,0.2093,0.9674,0.4869,931.29,434.04,2.686,34.6438,324.397,96.992
bearing_steel,1.0238,0.7139,1.3732,767.2,197.69,2.995,21.4463,489.589,73.719
bearing_steel,0.3715,1.5258,2.3798,849.15,580.28,2.954,6.1444,276.235,120.006
martensitic_stainless,0.5061,3.2595,2.2819,850.12,548.83,2.742,6.8304,400.303,110.457
martensitic_stainless,0.6872,3.356,1.3648,876.49,492.27,2.739,42.9726,471.545,78.601
spring_steel,0.831,0.6793,0.9056,808.82,497.5,0.537,43.5834,342.328,90.442
low_alloy_steel,0.3523,0.637,0.7903,851.06,424.48,0.579,4.4024,219.37,115.276
low_alloy_steel,0.4229,0.1099,0.6833,890.59,623.99,2.555,51.5328,186.709,141.218
spring_steel,0.4108,0.417,2.1435,888.33,614.47,1.473,4.3087,196.068,141.489
spring_steel,0.9211,0.7139,2.1628,789.28,278.57,0.277,3.7606,430.123,80.705
martensitic_stainless,0.6762,3.4616,0.3458,868.35,346.56,1.927,0.8421,438.073,74.137
bearing_steel,0.381,0.3746,1.4748,864.12,643.26,0.41,2.8428,218.597,123.566
bearing_steel,0.9747,1.4774,1.2318,774.54,545.56,3.932,0.7021,335.3,90.143
martensitic_stainless,0.9008,2.2866,1.0629,774.69,538.49,1.501,30.4399,504.8,87.341
spring_steel,0.6741,1.4483,0.369,857.97,247.3,3.17,14.9728,462.714,67.223
martensitic_stainless,0.7611,2.7918,0.6469,801.7,525.96,3.806,6.8583,411.644,96.484
martensitic_stainless,0.1755,2.1646,1.4433,805.95,518.59,1.355,2.2448,251.265,106.421
low_alloy_steel,0.202,0.3283,2.3588,915.64,270.9,0.668,0.2234,265.659,116.439
martensitic_stainless,0.4255,3.3314,0.2344,770.89,237.88,1.218,100.2394,536.102,70.645
bearing_steel,0.4021,1.262,1.5564,799.35,162.62,0.698,50.6992,470.972,73.361
low_alloy_steel,0.6813,0.8987,2.102,824.14,183.52,2.511,84.186,414.429,84.002
martensitic_stainless,0.7069,2.6552,1.8129,781.1,524.15,1.242,73.617,477.195,94.241
bearing_steel,0.7678,0.6177,0.4073,762.74,423.09,2.043,0.1292,311.813,95.765
spring_steel,0.8838,0.9381,0.9537,812.97,458.31,0.704,1.939,344.166,106.233
martensitic_stainless,0.6871,2.4969,1.5442,864.88,610.44,1.259,1.2045,362.494,113.225
spring_steel,0.7626,1.2686,1.0898,774.08,291.22,3.082,0.1676,418.728,87.153
spring_steel,0.232,1.9917,0.4246,936.09,522.9,3.168,2.639,256.343,110.752
bearing_steel,0.6209,1.4355,2.4661,915.7,628.33,1.317,47.8099,366.412,107.23
bearing_steel,0.1899,0.3694,2.3805,931.97,323.5,3.026,1.1678,311.346,112.8
low_alloy_steel,0.8719,1.5705,0.8239,861.97,435.48,2.773,9.8015,359.653,89.367
spring_steel,0.5259,1.6273,0.2248,926.57,228.6,2.171,16.1968,427.719,73.453
low_alloy_steel,0.8826,0.4527,1.621,781.38,619.84,3.894,0.2585,202.413,119.8
spring_steel,0.2109,0.5973,2.1458,790.74,387.32,0.626,63.884,325.156,111.534
spring_steel,0.9044,1.1636,2.4612,800.13,608.93,2.944,3.6922,322.85,125.304
low_alloy_steel,0.2,1.7442,1.7617,903.31,269.8,0.915,0.2086,292.793,105.621
low_alloy_steel,0.7874,0.4239,2.158,792.62,262.03,0.787,40.8619,411.88,103.298
bearing_steel,0.6688,0.7906,2.2887,813.89,229.71,0.514,0.6239,419.59,83.852
martensitic_stainless,0.4402,3.0499,1.9383,934.91,370.85,1.235,81.7029,567.564,70.031
low_alloy_steel,0.651,0.7249,0.426,856.11,253.39,2.394,12.563,379.877,88.671
bearing_steel,0.8824,0.5664,0.4973,784.19,215.76,2.566,3.0587,464.291,67.288
spring_steel,1.0006,1.8479,0.5991,842.16,322.65,3.653,0.451,450.974,75.285
martensitic_stainless,0.9845,3.6901,1.7898,872.35,401.95,3.257,19.2468,622.999,72.694
martensitic_stainless,0.5079,2.5593,2.0167,872.49,297.41,1.666,0.1083,449.765,82.892
spring_steel,0.8209,1.2606,1.2821,812.37,436.71,1.699,36.0555,408.603,90.725
spring_steel,0.1998,1.3884,0.3314,897.14,366.61,2.388,10.446,238.985,106.63
martensitic_stainless,0.3388,2.7073,0.8336,773.8,242.95,0.951,153.1033,554.079,75.632
spring_steel,1.0164,0.1208,0.7289,833.74,317.9,2.534,1.805,450.387,84.628
martensitic_stainless,0.5833,3.7319,0.8579,893.18,613.3,1.068,0.1126,324.738,101.749
low_alloy_steel,0.2276,1.2302,1.8969,801.62,450.5,2.61,3.0896,199.027,132.586
spring_steel,0.41,0.7662,1.1966,922.23,200.07,3.767,1.2152,397.69,76.115
martensitic_stainless,0.359,3.844,1.4945,802.76,445.44,2.867,120.9143,423.142,114.18
spring_steel,0.2986,0.2891,2.1635,956.97,497.9,1.69,8.4682,299.077,112.629
bearing_steel,0.8132,1.8129,0.4458,855.59,400.58,2.933,0.3511,356.932,92.382
low_alloy_steel,0.5065,1.0541,0.3048,801.25,185.67,3.64,0.3121,312.243,95.476
low_alloy_steel,0.4632,1.8097,1.5636,861.64,361.84,0.714,8.9318,282.229,107.561
martensitic_stainless,0.8225,3.2755,0.8681,852.89,448.06,2.647,0.2732,424.131,89.689
bearing_steel,0.1693,0.6484,0.7862,820.39,300.56,0.967,0.5757,284.661,100.994
martensitic_stainless,0.2312,2.3546,1.6888,924.11,583.54,2.41,89.2166,366.254,128.568
spring_steel,0.4302,1.4027,0.401,775.86,417.16,2.343,9.7977,271.03,101.8
bearing_steel,1.0128,0.1203,0.7563,806.2,218.12,3.071,6.569,513.948,73.933
bearing_steel,0.3061,0.7698,0.4944,899.49,572.3,0.396,35.4341,278.577,117.001
martensitic_stainless,0.4871,3.4608,0.8307,777.3,292.79,1.047,7.5557,467.933,89.244
spring_steel,0.4248,1.7265,2.0567,860.57,552.05,2.332,0.9767,226.213,130.258
spring_steel,0.1559,1.8212,0.7298,889.15,477.92,1.038,0.4295,231.249,122.491
spring_steel,0.4601,0.8126,0.6609,868.48,489.66,3.007,7.5217,242.242,130.438
bearing_steel,0.8276,0.7423,2.2432,962.56,602.38,2.831,0.229,325.809,115.759
bearing_steel,0.4263,1.5349,2.4511,915.92,232.01,3.081,17.399,430.239,88.273
low_alloy_steel,0.9793,1.1031,0.3378,961.0,334.66,0.535,0.156,356.458,82.026
low_alloy_steel,0.2572,1.4789,0.5561,973.68,203.02,3.155,1.9885,335.989,90.644
bearing_steel,0.2932,1.6943,0.3116,855.81,427.05,3.233,26.6014,322.201,86.4
spring_steel,0.7754,0.528,0.1108,763.53,622.63,1.994,134.1766,292.51,114.199
spring_steel,0.3409,1.1091,1.7475,925.23,234.69,0.251,6.9169,367.947,89.962
martensitic_stainless,0.842,3.1336,0.6066,761.95,283.58,2.389,30.6936,561.797,66.692
bearing_steel,0.7454,1.0216,1.6064,858.0,315.13,1.681,59.0878,452.625,95.062
bearing_steel,0.5736,0.1465,2.0869,898.55,183.15,1.293,104.5537,541.305,58.614
bearing_steel,0.8545,1.6617,0.395,838.08,323.51,1.42,99.7659,509.103,73.727
bearing_steel,0.4673,1.8725,1.4572,791.73,366.56,1.594,20.1426,399.854,97.508
low_alloy_steel,0.2298,1.5124,0.8544,820.94,575.28,3.728,0.3935,120.0,139.218
bearing_steel,0.3636,1.2365,0.5665,829.36,178.56,2.591,116.6807,485.076,72.196
spring_steel,0.1802,1.0254,0.6005,801.47,225.88,2.441,7.0579,322.237,90.481
spring_steel,0.4814,1.8521,0.4225,968.83,461.15,3.507,0.2788,287.769,108.553
spring_steel,0.3736,1.1113,1.106,917.63,314.95,2.707,82.221,442.688,85.362
low_alloy_steel,0.5203,0.4554,1.9539,939.97,418.62,2.426,22.3769,301.241,109.56
martensitic_stainless,0.6291,3.052,0.6969,905.77,272.01,0.96,28.2491,550.004,61.252
martensitic_stainless,0.9151,2.306,0.2518,817.68,463.24,0.456,0.9311,435.343,70.242
martensitic_stainless,0.5179,2.3347,2.3497,948.88,515.85,0.369,0.3137,340.96,112.912
spring_steel,1.0401,1.9787,2.3719,909.42,239.01,0.44,3.5587,530.782,61.97
bearing_steel,0.7947,0.3649,0.7928,788.83,490.61,3.313,0.1309,254.136,102.889
bearing_steel,0.3206,1.3317,0.318,929.22,582.24,1.127,3.8549,219.342,103.573
bearing_steel,0.8183,0.7619,2.492,938.22,205.32,1.24,0.6798,493.563,69.442
spring_steel,0.9641,0.4941,2.3504,775.34,257.27,3.626,34.6449,504.905,81.807
martensitic_stainless,0.5467,2.7243,0.4082,843.98,565.35,1.563,0.2735,295.9,111.269
low_alloy_steel,0.3981,1.9976,2.2298,903.0,613.27,1.364,22.4499,240.03,131.333
martensitic_stainless,0.7905,2.4639,1.557,818.37,245.54,2.085,3.1708,544.12,55.493
low_alloy_steel,1.0062,0.3806,0.112,803.17,327.0,0.905,17.5216,372.14,81.112
martensitic_stainless,0.4187,2.3535,1.3706,900.8,309.38,3.824,0.6101,424.83,79.754
spring_steel,0.9712,0.8798,0.2399,778.46,383.37,3.531,0.1428,352.491,94.559
martensitic_stainless,0.4664,3.4197,0.4877,775.76,311.13,1.173,0.4362,413.651,74.319
martensitic_stainless,0.4432,3.3629,0.5966,966.73,412.04,1.095,4.6622,431.587,80.706
spring_steel,0.7351,1.9798,0.2633,955.28,381.7,1.646,27.4761,434.083,73.687
low_alloy_steel,0.3464,1.8332,1.8621,871.47,307.58,1.642,13.0265,333.567,109.052
bearing_steel,0.7408,1.5519,2.1201,920.83,237.75,0.315,137.9943,546.212,62.476
bearing_steel,0.1976,0.8299,1.3875,919.09,287.05,2.661,0.1518,329.929,86.818
low_alloy_steel,0.2706,1.2396,1.938,920.13,241.91,1.096,3.6286,320.62,96.312
spring_steel,0.7965,1.0516,0.5579,844.26,532.09,2.732,0.3052,259.74,115.592
bearing_steel,0.4188,0.5173,2.1548,846.61,522.55,1.384,13.7387,275.53,122.504
low_alloy_steel,0.4402,0.2075,2.4521,979.82,162.2,2.674,4.0035,366.567,81.925
bearing_steel,0.5554,1.6056,1.9154,961.73,496.77,2.801,2.0414,346.174,101.744
spring_steel,0.6075,1.8088,1.8479,867.66,376.48,0.291,1.188,367.215,103.258
martensitic_stainless,0.2232,2.7307,0.8582,917.59,188.65,0.796,44.8583,523.887,60.295
spring_steel,1.0427,1.8337,2.0549,778.8,404.23,2.396,3.0968,437.955,84.663
martensitic_stainless,0.3498,3.74,0.8033,872.5,447.64,0.755,3.5257,404.278,100.165
spring_steel,0.803,0.911,2.1088,848.92,384.26,1.257,1.4399,369.905,105.07
martensitic_stainless,0.3077,3.5982,1.0728,774.96,430.47,0.797,107.5117,477.203,94.779
martensitic_stainless,0.7915,3.2768,1.223,913.86,156.93,3.906,1.6227,599.359,53.294
low_alloy_steel,0.7643,0.8742,1.9032,803.27,612.15,3.008,0.151,182.557,137.605
spring_steel,1.0402,1.1493,1.434,806.67,271.76,1.374,10.851,505.329,70.771
martensitic_stainless,0.325,2.2883,2.448,918.96,592.44,1.471,4.9654,313.453,110.56
spring_steel,0.2589,0.826,0.83,864.75,386.46,2.654,0.7695,268.216,108.332
low_alloy_steel,0.8108,0.9193,1.919,934.69,208.66,0.335,0.4679,360.063,99.226
low_alloy_steel,0.777,0.8182,2.2232,847.15,399.37,3.852,0.1331,265.361,118.351
bearing_steel,0.8084,0.7502,1.5058,796.95,223.94,1.212,3.8997,455.44,56.06
spring_steel,0.7876,1.2588,0.7423,965.88,467.22,2.025,2.4005,362.223,90.588
martensitic_stainless,0.8638,3.8369,1.4276,951.87,186.84,3.71,111.4136,724.965,26.904
spring_steel,0.2335,0.5041,0.1674,882.47,353.11,3.145,1.9058,246.57,99.75
bearing_steel,0.1833,1.7006,1.5053,933.13,216.08,0.363,38.779,413.525,99.849
spring_steel,0.2966,1.1164,1.7595,781.19,603.27,1.475,11.4688,185.151,137.014
martensitic_stainless,1.0427,2.3438,1.0779,815.16,627.04,0.847,76.9902,463.426,109.621
martensitic_stainless,0.6965,2.8189,2.1603,863.6,251.69,0.367,0.5029,492.327,84.213
bearing_steel,0.7165,0.4412,1.7206,779.3,341.3,0.237,1.3585,318.356,101.155
bearing_steel,0.7952,0.2986,1.1175,973.56,241.64,0.907,2.5901,466.551,81.354
spring_steel,0.8813,0.5542,1.8976,793.59,167.01,3.331,2.8419,451.66,83.065
bearing_steel,0.3583,0.9425,1.5215,903.29,522.56,2.048,0.6949,234.566,118.593
low_alloy_steel,0.6948,1.0022,0.5794,836.61,543.11,1.541,0.3118,190.792,124.081
bearing_steel,0.1875,0.4595,2.0469,776.45,305.31,3.232,40.2582,318.694,89.603
martensitic_stainless,0.5391,2.4699,0.1483,829.8,321.09,2.162,0.3658,388.459,75.787
bearing_steel,0.297,0.9743,2.3225,925.21,550.51,1.319,38.7968,306.889,114.326
spring_steel,0.2404,0.1762,0.4738,932.37,597.01,2.255,5.3588,174.131,132.167
low_alloy_steel,0.4455,0.576,1.7377,979.91,497.18,3.995,134.3397,302.163,128.569
bearing_steel,0.6319,1.77,1.9636,866.06,436.05,1.844,1.413,378.706,104.19
bearing_steel,0.2306,0.7676,2.2638,799.2,200.0,2.099,0.5925,329.04,102.498
spring_steel,0.6623,0.5913,1.2397,909.6,412.03,3.265,46.4165,385.441,85.973
bearing_steel,0.585,0.6767,1.1995,773.28,340.53,3.265,3.2062,325.342,100.038
bearing_steel,1.0064,0.5607,0.7697,861.66,480.56,3.001,124.7622,498.997,77.693
martensitic_stainless,0.7237,2.8866,1.6577,876.54,211.35,2.995,3.1159,574.593,57.661
martensitic_stainless,0.9406,3.2211,0.1167,904.33,303.33,0.973,0.2499,553.883,53.212
spring_steel,0.1921,1.7036,0.3045,892.66,387.14,0.341,1.339,231.015,106.648
spring_steel,1.032,1.3034,2.2726,933.08,512.22,2.309,0.1048,383.34,112.1
spring_steel,0.1761,1.4908,1.8619,817.09,376.57,1.457,116.472,360.293,103.926
martensitic_stainless,0.5004,2.7973,0.0237,924.2,449.79,1.711,2.6624,418.974,69.805
low_alloy_steel,0.3668,0.4967,0.3731,853.27,424.21,3.026,140.2779,286.506,106.695
martensitic_stainless,1.0422,3.6454,1.441,953.61,217.95,2.773,10.4935,669.362,53.637
martensitic_stainless,0.3868,2.7086,0.7473,966.77,436.77,3.519,6.6069,445.636,102.266
martensitic_stainless,0.4502,3.7951,2.343,934.36,632.02,3.119,8.7941,392.187,108.867
martensitic_stainless,0.6244,2.9404,1.718,877.66,464.07,3.069,0.2236,419.36,94.855
low_alloy_steel,0.3664,0.1786,1.1218,956.7,456.44,3.24,54.3658,302.904,107.511
spring_steel,0.8834,1.8815,1.5992,971.79,526.38,1.871,1.367,392.071,101.858
martensitic_stainless,0.2186,3.5624,0.27,800.51,462.35,1.0,0.5828,333.056,86.685
martensitic_stainless,0.1862,3.6043,0.0595,797.95,445.35,2.751,3.6709,332.938,99.292
spring_steel,0.5072,1.9535,0.3672,912.56,428.65,3.904,1.8637,277.389,117.502
martensitic_stainless,0.6816,3.0981,1.6107,864.39,379.6,1.282,0.158,463.453,80.528
bearing_steel,0.3659,0.5237,0.6435,905.52,607.54,3.666,1.752,202.874,137.319
bearing_steel,0.2146,1.532,2.3843,933.32,309.74,0.919,13.1845,369.754,91.267
bearing_steel,0.5912,1.4112,2.4732,970.7,353.27,2.121,131.5317,506.542,79.596
low_alloy_steel,0.4757,0.3695,1.0459,790.03,197.27,2.257,0.2918,297.031,99.499
spring_steel,0.6651,1.6834,1.9915,956.14,251.64,2.851,0.4739,401.448,76.521
spring_steel,0.6447,0.2204,0.6765,889.44,277.55,2.649,19.8976,415.395,74.715
martensitic_stainless,0.2226,2.3548,1.1393,885.6,507.35,0.549,13.4626,323.522,116.107
spring_steel,0.9309,1.3092,1.773,922.45,280.23,3.994,0.7447,429.769,86.821
spring_steel,0.9561,1.6811,0.0598,867.14,218.79,3.525,75.8514,553.533,47.641
low_alloy_steel,0.4064,0.7525,0.1306,791.67,171.21,2.08,0.4082,279.235,77.356
spring_steel,0.9244,1.6935,1.2698,942.17,534.04,3.373,3.8848,385.101,101.05
spring_steel,0.7097,0.6978,2.4454,816.47,362.4,2.313,131.3617,456.085,99.333
bearing_steel,0.5063,1.1009,0.9475,940.94,254.33,0.311,27.7397,465.138,81.738
spring_steel,0.2922,1.5549,1.3071,760.88,479.79,1.368,6.6711,241.082,129.789
low_alloy_steel,0.7149,1.5855,1.643,842.88,492.13,1.618,127.5887,324.647,102.037
spring_steel,0.9042,0.6599,0.4341,946.66,342.76,2.157,24.4311,464.276,77.149
bearing_steel,0.3004,0.597,0.4865,878.85,200.74,3.386,0.3472,337.343,83.265
martensitic_stainless,1.0276,3.8906,1.5463,949.63,284.86,1.186,0.1383,609.165,68.438
